1461250949.11,received , 1 , 0.0408980846405, wifi
1461250949.11,received , 2 , 0.0339860916138, wifi
1461250949.11,received , 3 , 0.0245430469513, wifi
1461250949.11,received , 4 , 0.0150511264801, wifi
1461250949.11,received , 5 , 0.00552892684937, wifi
1461250949.12,received , 6 , 0.00274395942688, wifi
1461250949.13,received , 7 , 0.00272393226624, wifi
1461250949.14,received , 8 , 0.00275897979736, wifi
1461250949.15,received , 9 , 0.00268602371216, wifi
1461250949.16,received , 10 , 0.00274205207825, wifi
1461250949.17,received , 11 , 0.00270795822144, wifi
1461250949.18,received , 12 , 0.00272989273071, wifi
1461250949.19,received , 13 , 0.00271701812744, wifi
1461250949.2,received , 1 , 0.133719921112, lte
1461250949.2,received , 2 , 0.124370098114, lte
1461250949.2,received , 3 , 0.114952802658, lte
1461250949.2,received , 4 , 0.105446100235, lte
1461250949.2,received , 5 , 0.0959491729736, lte
1461250949.2,received , 6 , 0.0864498615265, lte
1461250949.2,received , 7 , 0.0770230293274, lte
1461250949.2,received , 8 , 0.0675580501556, lte
1461250949.2,received , 9 , 0.058012008667, lte
1461250949.2,received , 10 , 0.0484809875488, lte
1461250949.21,received , 11 , 0.0389318466187, lte
1461250949.21,received , 12 , 0.0294048786163, lte
1461250949.21,received , 13 , 0.0198569297791, lte
1461250949.21,received , 14 , 0.0129129886627, wifi
1461250949.21,received , 15 , 0.00377106666565, wifi
1461250949.21,received , 14 , 0.0150201320648, lte
1461250949.22,received , 16 , 0.00305700302124, wifi
1461250949.22,received , 15 , 0.0139291286469, lte
1461250949.23,received , 17 , 0.00305199623108, wifi
1461250949.24,received , 16 , 0.0189220905304, lte
1461250949.24,received , 18 , 0.0027928352356, wifi
1461250949.24,received , 17 , 0.0138099193573, lte
1461250949.25,received , 19 , 0.00270199775696, wifi
1461250949.25,received , 18 , 0.0139889717102, lte
1461250949.26,received , 20 , 0.00280809402466, wifi
1461250949.26,received , 19 , 0.013671875, lte
1461250949.27,received , 21 , 0.00301098823547, wifi
1461250949.27,received , 20 , 0.0138700008392, lte
1461250949.28,received , 22 , 0.00282406806946, wifi
1461250949.28,received , 21 , 0.0136940479279, lte
1461250949.29,received , 23 , 0.00290012359619, wifi
1461250949.29,received , 22 , 0.0137610435486, lte
