05:41:36.257906 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 1
05:41:37.511197 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 110
05:41:37.523589 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 111
05:41:37.523637 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 111
05:41:37.535441 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 112
05:41:37.535533 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 112
05:41:37.548381 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 113
05:41:37.548493 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 113
05:41:37.559053 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 114
05:41:37.559251 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 114
05:41:37.570073 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 115
05:41:37.570161 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 115
05:41:37.580356 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 116
05:41:37.580553 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 116
05:41:37.592469 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 117
05:41:37.592581 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 117
05:41:37.605352 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 118
05:41:37.605542 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 118
05:41:37.617500 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 119
05:41:37.618280 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 119
05:41:37.628134 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 120
05:41:37.628601 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 120
05:41:37.640620 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 121
05:41:37.640716 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 121
05:41:37.651549 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 122
05:41:37.651667 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 122
05:41:37.662804 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 123
05:41:37.662874 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 123
05:41:37.673190 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 124
05:41:37.675272 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 124
05:41:37.685876 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 125
05:41:37.685954 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 125
05:41:37.696953 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 126
05:41:37.697060 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 126
05:41:37.709430 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 127
05:41:37.709546 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 127
05:41:37.720724 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 128
05:41:37.721122 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 128
05:41:37.731038 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 129
05:41:37.731363 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 129
05:41:37.742864 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 130
05:41:37.743058 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 130
05:41:37.755541 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 131
05:41:37.755649 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 131
05:41:37.768044 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 132
05:41:37.768176 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 132
05:41:37.778432 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 133
05:41:37.778853 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 133
05:41:37.790794 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 134
05:41:37.790901 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 134
05:41:37.803174 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 135
05:41:37.803264 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 135
05:41:37.815663 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 136
05:41:37.815780 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 136
05:41:37.825941 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 137
05:41:37.826537 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 137
05:41:37.838603 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 138
05:41:37.838711 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 138
05:41:37.851253 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 139
05:41:37.851334 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 139
05:41:37.861712 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 140
05:41:37.861802 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 140
05:41:37.874014 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 141
05:41:37.874093 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 141
05:41:37.884438 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 142
05:41:37.884496 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 142
05:41:37.895351 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 143
05:41:37.895547 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 143
05:41:37.907160 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 144
05:41:37.907223 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 144
05:41:37.919212 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 145
05:41:37.919367 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 145
05:41:37.930704 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 146
05:41:37.930869 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 146
05:41:37.943469 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 147
05:41:37.943518 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 147
05:41:37.954936 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 148
05:41:37.955064 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 148
05:41:37.965343 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 149
05:41:37.965405 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 149
05:41:37.976267 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 150
05:41:37.976373 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 150
