1455906838.32,received , 2 , 0.394208192825, wifi
1455906838.34,received , 4 , 0.39995098114, wifi
1455906838.51,received , 5 , 0.560151100159, wifi
1455906838.56,received , 6 , 0.599713087082, wifi
1455906838.64,received , 7 , 0.667352199554, wifi
1455906838.69,received , 8 , 0.705461025238, wifi
1455906838.97,received , 9 , 0.973335027695, wifi
1455906839.02,received , 10 , 1.01109719276, wifi
1455906839.12,received , 11 , 1.10835504532, wifi
1455906839.15,received , 12 , 1.12809920311, wifi
1455906839.18,received , 13 , 1.14449501038, wifi
1455906839.21,received , 14 , 1.16189813614, wifi
1455906839.23,received , 15 , 1.17826414108, wifi
1455906839.27,received , 18 , 1.18037819862, wifi
1455906839.3,received , 19 , 1.19959521294, wifi
1455906839.36,received , 21 , 1.23913216591, wifi
1455906839.39,received , 22 , 1.26352787018, wifi
1455906839.42,received , 23 , 1.27965402603, wifi
1455906839.47,received , 24 , 1.3238761425, wifi
1455906839.5,received , 25 , 1.33995914459, wifi
1455906839.56,received , 29 , 1.35266709328, wifi
1455906839.59,received , 30 , 1.38038921356, wifi
1455906839.97,received , 31 , 1.74651503563, wifi
1455906840.0,received , 33 , 1.75220394135, wifi
1455906840.04,received , 34 , 1.78632807732, wifi
1455906840.08,received , 36 , 1.80530810356, wifi
1455906840.11,received , 37 , 1.82117390633, wifi
1455906840.15,received , 38 , 1.85386705399, wifi
1455906840.19,received , 39 , 1.88634705544, wifi
1455906840.22,received , 40 , 1.90261912346, wifi
1455906840.26,received , 41 , 1.93677210808, wifi
1455906840.41,received , 42 , 2.07389521599, wifi
1455906840.44,received , 43 , 2.08932518959, wifi
1455906840.44,received , 1 , 2.52508091927, lte
1455906840.47,received , 44 , 2.10543990135, wifi
1455906840.5,received , 46 , 2.12459802628, wifi
1455906840.54,received , 47 , 2.15080499649, wifi
1455906840.57,received , 48 , 2.16690587997, wifi
1455906840.61,received , 50 , 2.19301700592, wifi
1455906840.64,received , 51 , 2.21269202232, wifi
1455906840.74,received , 53 , 2.28909492493, wifi
1455906840.77,received , 54 , 2.30560398102, wifi
1455906840.8,received , 55 , 2.32518005371, wifi
1455906840.82,received , 56 , 2.34134697914, wifi
1455906840.86,received , 57 , 2.36410498619, wifi
1455906840.88,received , 58 , 2.38061189651, wifi
1455906840.92,received , 59 , 2.40530204773, wifi
1455906840.95,received , 60 , 2.42463684082, wifi
1455906840.97,received , 61 , 2.44063305855, wifi
1455906841.01,received , 62 , 2.46188402176, wifi
1455906841.09,received , 2 , 3.16683292389, lte
1455906841.15,received , 64 , 2.58999300003, wifi
1455906841.19,received , 66 , 2.60884404182, wifi
1455906841.24,received , 67 , 2.64641714096, wifi
1455906841.27,received , 68 , 2.66240406036, wifi
1455906841.32,received , 69 , 2.70234704018, wifi
1455906841.36,received , 70 , 2.73666214943, wifi
1455906841.41,received , 71 , 2.77252793312, wifi
1455906841.45,received , 72 , 2.80023002625, wifi
1455906841.48,received , 73 , 2.81644701958, wifi
1455906841.78,received , 75 , 3.10369706154, wifi
1455906841.84,received , 77 , 3.13580489159, wifi
1455906841.88,received , 78 , 3.17338299751, wifi
1455906841.91,received , 79 , 3.18935608864, wifi
1455906841.97,received , 80 , 3.23874902725, wifi
1455906842.0,received , 81 , 3.25467014313, wifi
1455906842.05,received , 82 , 3.29545903206, wifi
1455906842.09,received , 83 , 3.32324409485, wifi
1455906842.12,received , 84 , 3.35104012489, wifi
1455906842.42,received , 3 , 4.48751091957, lte
1455906842.5,received , 85 , 3.71611118317, wifi
1455906842.53,received , 87 , 3.72209024429, wifi
1455906842.56,received , 89 , 3.73633909225, wifi
1455906842.59,received , 90 , 3.75273895264, wifi
1455906842.62,received , 91 , 3.77232503891, wifi
1455906842.64,received , 92 , 3.78835606575, wifi
1455906842.67,received , 93 , 3.80619215965, wifi
1455906842.7,received , 94 , 3.82240200043, wifi
1455906842.89,received , 96 , 3.98786425591, wifi
1455906842.89,received , 4 , 4.94615316391, lte
1455906842.91,received , 97 , 4.00375008583, wifi
1455906842.96,received , 99 , 4.02792096138, wifi
1455906842.99,received , 100 , 4.05216908455, wifi
1455906843.02,received , 101 , 4.06820011139, wifi
1455906843.05,received , 102 , 4.09241104126, wifi
1455906843.08,received , 103 , 4.11166810989, wifi
1455906843.11,received , 104 , 4.12776422501, wifi
1455906843.14,received , 105 , 4.14893507957, wifi
1455906843.49,received , 106 , 4.48405122757, wifi
1455906843.51,received , 107 , 4.5016040802, wifi
1455906843.52,received , 5 , 5.56624698639, lte
1455906843.54,received , 108 , 4.51735424995, wifi
