14:58:37.624146 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 1
14:58:37.635491 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 2
14:58:37.647166 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 3
14:58:37.658769 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 4
14:58:37.670204 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 5
14:58:37.682647 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 6
14:58:37.693866 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 7
14:58:37.705186 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 8
14:58:37.716542 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 9
14:58:37.727719 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 10
14:58:37.739118 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 11
14:58:37.750568 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 12
14:58:37.761789 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 13
14:58:37.773076 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 14
14:58:37.784533 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 15
14:58:37.795963 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 16
14:58:37.809347 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 17
14:58:37.820926 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 18
14:58:37.832358 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 19
14:58:37.843585 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 20
14:58:37.854877 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 21
14:58:37.866141 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 22
