Transmission rate: 1.152  Mbit/s
Interface:      wlan0, SSID:           COMPSCIwireless, Transmit Rate:  72 Mb/s, Bit  Rate:  17 dBm
Interface:      wlan0, SSID:           COMPSCIwireless, Transmit Rate:  72 Mb/s, Bit  Rate:  17 dBm
