15:58:16.190737 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 1
15:58:16.516635 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 30
15:58:16.528427 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 31
15:58:16.540430 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 32
15:58:16.552943 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 33
15:58:16.563322 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 34
15:58:16.574359 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 35
15:58:16.584588 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 36
15:58:16.594827 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 37
15:58:16.605754 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 38
15:58:16.618477 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 39
15:58:16.631127 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 40
15:58:16.643824 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 41
15:58:16.656363 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 42
15:58:16.669026 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 43
15:58:16.681758 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 44
15:58:16.694602 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 45
15:58:16.707441 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 46
15:58:16.720189 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 47
15:58:16.732994 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 48
15:58:16.745813 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 49
15:58:16.756682 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 50
15:58:16.768126 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 51
15:58:16.778826 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 52
15:58:16.789784 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 53
15:58:16.801058 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 54
15:58:16.813629 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 55
15:58:16.826298 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 56
15:58:16.838963 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 57
15:58:16.850124 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 58
15:58:16.862771 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 59
15:58:16.875411 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 60
15:58:16.888067 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 61
15:58:16.899341 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 62
15:58:16.909641 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 63
15:58:16.922280 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 64
15:58:16.934215 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 65
15:58:16.946835 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 66
15:58:16.957918 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 67
15:58:16.970607 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 68
15:58:16.983259 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 69
15:58:16.993619 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 70
15:58:17.004057 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 71
15:58:17.016360 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 72
15:58:17.029000 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 73
15:58:17.040560 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 74
15:58:17.051546 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 75
15:58:17.064027 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 76
15:58:17.076653 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 77
15:58:17.089325 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 78
15:58:17.101245 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 79
15:58:17.113815 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 80
15:58:17.126487 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 81
15:58:17.139136 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 82
15:58:17.150005 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 83
15:58:17.161339 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 84
15:58:17.173983 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 85
15:58:17.184474 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 86
15:58:17.195982 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 87
15:58:17.208644 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 88
15:58:17.221303 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 89
15:58:17.232665 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 90
15:58:17.245287 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 91
15:58:17.255577 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 92
15:58:17.268238 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 93
15:58:17.280914 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 94
15:58:17.291502 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 95
15:58:17.302116 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 96
15:58:17.314772 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 97
15:58:17.327454 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 98
15:58:17.340100 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 99
15:58:17.350549 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 100
15:58:17.363214 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 101
15:58:17.375855 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 102
15:58:17.386193 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 103
15:58:17.398829 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 104
15:58:17.411511 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 105
15:58:17.422284 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 106
15:58:17.432817 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 107
15:58:17.443128 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 108
15:58:17.455749 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 109
15:58:17.466867 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 110
15:58:17.479521 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 111
15:58:17.492196 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 112
15:58:17.503063 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 113
15:58:17.513565 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 114
15:58:17.526225 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 115
15:58:17.538860 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 116
15:58:17.549139 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 117
15:58:17.561818 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 118
15:58:17.574460 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 119
15:58:17.584693 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 120
15:58:17.597309 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 121
15:58:17.609000 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 122
15:58:17.619922 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 123
15:58:17.632515 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 124
15:58:17.645179 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 125
15:58:17.657855 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 126
15:58:17.668445 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 127
15:58:17.681073 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 128
15:58:17.692955 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 129
15:58:17.703119 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 130
15:58:17.715693 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 131
15:58:17.728365 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 132
15:58:17.741001 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 133
15:58:17.751639 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 134
15:58:17.762195 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 135
15:58:17.773977 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 136
15:58:17.786691 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 137
15:58:17.798575 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 138
15:58:17.811404 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 139
15:58:17.823746 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 140
15:58:17.836488 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 141
15:58:17.849313 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 142
15:58:17.861241 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 143
15:58:17.874072 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 144
15:58:17.885195 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 145
15:58:17.895762 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 146
15:58:17.908403 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 147
15:58:17.919006 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 148
15:58:17.931671 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 149
15:58:17.944297 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 150
15:58:17.956978 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 151
15:58:17.969382 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 152
15:58:17.980005 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 153
15:58:17.992485 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 154
15:58:18.003468 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 155
15:58:18.014575 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 156
15:58:18.027236 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 157
15:58:18.039876 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 158
15:58:18.051904 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 159
15:58:18.064551 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 160
15:58:18.077239 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 161
15:58:18.087855 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 162
15:58:18.100239 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 163
15:58:18.112606 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 164
15:58:18.125269 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 165
15:58:18.135983 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 166
15:58:18.148595 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 167
15:58:18.159178 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 168
15:58:18.169465 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 169
15:58:18.182141 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 170
15:58:18.193362 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 171
15:58:18.203881 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 172
15:58:18.216544 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 173
15:58:18.229189 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 174
15:58:18.239437 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 175
15:58:18.251987 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 176
15:58:18.264615 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 177
15:58:18.277182 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 178
15:58:18.289779 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 179
15:58:18.302675 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 180
15:58:18.315526 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 181
15:58:18.328344 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 182
15:58:18.338773 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 183
15:58:18.351600 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 184
15:58:18.364424 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 185
15:58:18.377264 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 186
15:58:18.387984 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 187
15:58:18.400819 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 188
15:58:18.413364 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 189
15:58:18.425702 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 190
15:58:18.438663 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 191
15:58:18.451494 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 192
15:58:18.463566 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 193
15:58:18.476402 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 194
15:58:18.489151 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 195
15:58:18.502145 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 196
15:58:18.514070 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 197
15:58:18.526808 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 198
15:58:18.537358 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 199
15:58:18.549960 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 200
15:58:18.562640 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 201
15:58:18.575290 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 202
15:58:18.587671 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 203
15:58:18.600278 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 204
15:58:18.612973 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 205
15:58:18.623281 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 206
15:58:18.635662 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 207
15:58:18.647086 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 208
15:58:18.659771 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 209
15:58:18.670788 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 210
15:58:18.683200 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 211
15:58:18.693824 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 212
15:58:18.706651 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 213
15:58:18.718980 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 214
15:58:18.731548 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 215
15:58:18.741930 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 216
15:58:18.754459 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 217
15:58:18.767107 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 218
15:58:18.779492 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 219
15:58:18.790956 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 220
15:58:18.802237 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 221
15:58:18.814854 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 222
15:58:18.827549 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 223
15:58:18.838818 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 224
15:58:18.850230 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 225
15:58:18.862899 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 226
15:58:18.873839 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 227
15:58:18.886423 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 228
15:58:18.898790 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 229
15:58:18.911157 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 230
15:58:18.921484 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 231
15:58:18.934126 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 232
15:58:18.946784 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 233
15:58:18.959460 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 234
15:58:18.972185 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 235
15:58:18.984768 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 236
15:58:18.997481 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 237
15:58:19.009019 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 238
15:58:19.020374 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 239
15:58:19.031767 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 240
15:58:19.044451 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 241
15:58:19.054770 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 242
15:58:19.067460 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 243
15:58:19.079301 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 244
15:58:19.090208 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 245
15:58:19.102027 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 246
15:58:19.112689 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 247
15:58:19.123836 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 248
15:58:19.134790 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 249
15:58:19.147457 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 250
15:58:19.158323 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 251
15:58:19.170626 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 252
15:58:19.183304 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 253
15:58:19.195936 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 254
15:58:19.208193 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 255
15:58:19.220818 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 256
15:58:19.232592 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 257
15:58:19.242839 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 258
15:58:19.253253 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 259
15:58:19.263502 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 260
15:58:19.274009 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 261
15:58:19.286129 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 262
15:58:19.296889 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 263
15:58:19.307112 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 264
15:58:19.317452 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 265
15:58:19.330124 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 266
15:58:19.341020 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 267
15:58:19.353674 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 268
15:58:19.366346 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 269
15:58:19.378976 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 270
15:58:19.389331 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 271
15:58:19.400031 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 272
15:58:19.412700 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 273
15:58:19.424080 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 274
15:58:19.435446 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 275
15:58:19.447936 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 276
15:58:19.460295 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 277
15:58:19.471138 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 278
15:58:19.483759 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 279
15:58:19.494987 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 280
15:58:19.506350 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 281
15:58:19.519001 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 282
15:58:19.530411 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 283
15:58:19.542617 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 284
15:58:19.555255 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 285
15:58:19.567901 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 286
15:58:19.580544 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 287
15:58:19.590811 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 288
15:58:19.602374 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 289
15:58:19.613131 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 290
15:58:19.624124 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 291
15:58:19.634530 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 292
15:58:19.647174 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 293
15:58:19.658361 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 294
15:58:19.670956 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 295
15:58:19.683665 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 296
15:58:19.696156 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 297
15:58:19.708736 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 298
15:58:19.721424 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 299
15:58:19.734048 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 300
15:58:19.746762 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 301
15:58:19.758680 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 302
15:58:19.771341 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 303
