Transmission rate: 0.64  Mbit/s
Interface:      wlan1, SSID:           COMPSCIwireless, Transmit Rate:  72.2 Mb/s, Transmit Power: 15 dBm, RSSI:           227
Interface:      wlan1, SSID:           COMPSCIwireless, Transmit Rate:  65 Mb/s, Transmit Power: 15 dBm, RSSI:           226
