1455945919.93,received , 1 , 0.0164799690247, lte
1455945919.94,received , 2 , 0.0161068439484, lte
1455945919.96,received , 3 , 0.0276589393616, lte
1455945919.96,received , 4 , 0.024288892746, lte
1455945919.97,received , 5 , 0.017138004303, lte
1455945919.98,received , 6 , 0.016783952713, lte
1455945919.98,received , 1 , 0.0739619731903, wifi
1455945919.98,received , 2 , 0.0641238689423, wifi
1455945919.99,received , 3 , 0.0559730529785, wifi
1455945919.99,received , 4 , 0.0460350513458, wifi
1455945919.99,received , 5 , 0.0360307693481, wifi
1455945919.99,received , 6 , 0.0260288715363, wifi
1455945919.99,received , 7 , 0.0160300731659, wifi
1455945919.99,received , 8 , 0.0112960338593, wifi
1455945920.0,received , 7 , 0.0273327827454, lte
1455945920.0,received , 8 , 0.0190439224243, lte
1455945920.0,received , 9 , 0.0108568668365, wifi
1455945920.01,received , 10 , 0.0114209651947, wifi
1455945920.02,received , 9 , 0.0247600078583, lte
1455945920.02,received , 10 , 0.0164778232574, lte
1455945920.02,received , 11 , 0.0112860202789, wifi
1455945920.03,received , 11 , 0.0191819667816, lte
1455945920.03,received , 12 , 0.0105159282684, wifi
1455945920.04,received , 12 , 0.0167510509491, lte
1455945920.04,received , 13 , 0.0125801563263, wifi
1455945920.05,received , 14 , 0.0106489658356, wifi
1455945920.06,received , 13 , 0.0254180431366, lte
1455945920.06,received , 15 , 0.0104217529297, wifi
1455945920.07,received , 14 , 0.0279080867767, lte
1455945920.07,received , 15 , 0.0196418762207, lte
1455945920.07,received , 16 , 0.0112447738647, wifi
1455945920.08,received , 16 , 0.0165309906006, lte
1455945920.08,received , 17 , 0.0102899074554, wifi
1455945920.09,received , 18 , 0.0115158557892, wifi
1455945920.1,received , 17 , 0.0250120162964, lte
1455945920.1,received , 19 , 0.0113129615784, wifi
1455945920.11,received , 18 , 0.0285720825195, lte
1455945920.11,received , 19 , 0.0193710327148, lte
1455945920.11,received , 20 , 0.0112020969391, wifi
1455945920.12,received , 20 , 0.0170230865479, lte
1455945920.12,received , 21 , 0.0111968517303, wifi
1455945920.13,received , 21 , 0.0177118778229, lte
1455945920.14,received , 22 , 0.0129888057709, wifi
1455945920.14,received , 23 , 0.0105159282684, wifi
1455945920.15,received , 22 , 0.0262279510498, lte
1455945920.15,received , 23 , 0.0179319381714, lte
1455945920.15,received , 24 , 0.0114548206329, wifi
1455945920.16,received , 24 , 0.0175108909607, lte
1455945920.16,received , 25 , 0.0109438896179, wifi
1455945920.17,received , 25 , 0.0172300338745, lte
1455945920.17,received , 26 , 0.0106039047241, wifi
1455945920.18,received , 27 , 0.0112030506134, wifi
1455945920.19,received , 28 , 0.0109639167786, wifi
1455945920.2,received , 29 , 0.011002779007, wifi
1455945920.21,received , 26 , 0.0426239967346, lte
1455945920.21,received , 27 , 0.0338759422302, lte
1455945920.21,received , 28 , 0.0240259170532, lte
1455945920.21,received , 29 , 0.0167288780212, lte
1455945920.22,received , 30 , 0.0193448066711, wifi
1455945920.23,received , 31 , 0.0112738609314, wifi
1455945920.24,received , 32 , 0.0121178627014, wifi
1455945920.24,received , 33 , 0.0101900100708, wifi
1455945920.25,received , 30 , 0.0421009063721, lte
1455945920.25,received , 31 , 0.0353689193726, lte
1455945920.25,received , 32 , 0.0254030227661, lte
1455945920.26,received , 34 , 0.0114641189575, wifi
1455945920.26,received , 35 , 0.0104379653931, wifi
1455945920.27,received , 33 , 0.0352029800415, lte
1455945920.28,received , 36 , 0.0107498168945, wifi
1455945920.29,received , 37 , 0.0108678340912, wifi
1455945920.29,received , 34 , 0.0416049957275, lte
1455945920.29,received , 35 , 0.0335187911987, lte
1455945920.29,received , 36 , 0.0241959095001, lte
1455945920.3,received , 38 , 0.0120918750763, wifi
1455945920.31,received , 39 , 0.0104489326477, wifi
1455945920.31,received , 37 , 0.0337789058685, lte
1455945920.31,received , 38 , 0.0256009101868, lte
1455945920.31,received , 39 , 0.0174279212952, lte
1455945920.32,received , 40 , 0.0114970207214, wifi
1455945920.33,received , 41 , 0.0110409259796, wifi
1455945920.33,received , 40 , 0.0249328613281, lte
1455945920.34,received , 42 , 0.0110318660736, wifi
1455945920.35,received , 43 , 0.0131449699402, wifi
1455945920.36,received , 41 , 0.0412149429321, lte
1455945920.36,received , 44 , 0.0108180046082, wifi
1455945920.37,received , 45 , 0.0136799812317, wifi
1455945920.38,received , 46 , 0.0134649276733, wifi
1455945920.39,received , 47 , 0.0124068260193, wifi
1455945920.4,received , 48 , 0.0108139514923, wifi
1455945920.41,received , 49 , 0.0108690261841, wifi
1455945920.42,received , 50 , 0.0116050243378, wifi
1455945920.43,received , 51 , 0.0126609802246, wifi
1455945920.44,received , 52 , 0.011677980423, wifi
1455945920.45,received , 53 , 0.0109927654266, wifi
1455945920.46,received , 54 , 0.0105049610138, wifi
1455945920.47,received , 55 , 0.0124118328094, wifi
1455945920.48,received , 56 , 0.0115718841553, wifi
1455945920.49,received , 57 , 0.0123870372772, wifi
1455945920.49,received , 42 , 0.165465831757, lte
1455945920.49,received , 43 , 0.156803846359, lte
1455945920.49,received , 44 , 0.146826982498, lte
1455945920.49,received , 45 , 0.136789083481, lte
1455945920.49,received , 46 , 0.126754999161, lte
1455945920.49,received , 47 , 0.116697788239, lte
1455945920.49,received , 48 , 0.106647968292, lte
1455945920.49,received , 49 , 0.0966079235077, lte
1455945920.49,received , 50 , 0.0865588188171, lte
1455945920.49,received , 51 , 0.076516866684, lte
1455945920.49,received , 52 , 0.0664660930634, lte
1455945920.49,received , 53 , 0.0564439296722, lte
1455945920.49,received , 54 , 0.0463898181915, lte
1455945920.49,received , 55 , 0.0363488197327, lte
1455945920.49,received , 56 , 0.0262959003448, lte
1455945920.5,received , 57 , 0.0189800262451, lte
1455945920.5,received , 58 , 0.0102889537811, wifi
1455945920.51,received , 59 , 0.0106239318848, wifi
1455945920.52,received , 60 , 0.0105030536652, wifi
1455945920.52,received , 58 , 0.031594991684, lte
1455945920.52,received , 59 , 0.0228950977325, lte
1455945920.53,received , 60 , 0.0180609226227, lte
1455945920.53,received , 61 , 0.0121438503265, wifi
1455945920.54,received , 61 , 0.0176267623901, lte
1455945920.54,received , 62 , 0.0137958526611, wifi
1455945920.55,received , 63 , 0.0103509426117, wifi
1455945920.55,received , 62 , 0.0221869945526, lte
1455945920.56,received , 63 , 0.0178549289703, lte
1455945920.56,received , 64 , 0.0114769935608, wifi
1455945920.57,received , 65 , 0.0104939937592, wifi
1455945920.58,received , 64 , 0.027468919754, lte
1455945920.58,received , 66 , 0.0106489658356, wifi
1455945920.59,received , 65 , 0.0300531387329, lte
1455945920.59,received , 67 , 0.0112898349762, wifi
1455945920.59,received , 66 , 0.0227518081665, lte
1455945920.6,received , 67 , 0.0176339149475, lte
1455945920.6,received , 68 , 0.0128397941589, wifi
1455945920.61,received , 68 , 0.0172238349915, lte
1455945920.61,received , 69 , 0.0113558769226, wifi
1455945920.62,received , 69 , 0.0180249214172, lte
1455945920.62,received , 70 , 0.0104930400848, wifi
1455945920.63,received , 70 , 0.0215299129486, lte
1455945920.63,received , 71 , 0.0125238895416, wifi
1455945920.64,received , 71 , 0.0182039737701, lte
1455945920.64,received , 72 , 0.012097120285, wifi
1455945920.65,received , 73 , 0.0106618404388, wifi
1455945920.65,received , 72 , 0.024838924408, lte
1455945920.66,received , 74 , 0.0108389854431, wifi
1455945920.67,received , 73 , 0.0284087657928, lte
1455945920.67,received , 75 , 0.0107510089874, wifi
1455945920.67,received , 74 , 0.0220429897308, lte
1455945920.68,received , 75 , 0.0189180374146, lte
1455945920.68,received , 76 , 0.0136420726776, wifi
1455945920.69,received , 76 , 0.0183730125427, lte
1455945920.69,received , 77 , 0.0105929374695, wifi
1455945920.7,received , 78 , 0.0109927654266, wifi
1455945920.72,received , 77 , 0.0359351634979, lte
1455945920.72,received , 78 , 0.0275311470032, lte
1455945920.72,received , 79 , 0.0192239284515, lte
1455945920.73,received , 79 , 0.0257928371429, wifi
1455945920.73,received , 80 , 0.0158908367157, wifi
1455945920.73,received , 80 , 0.016988992691, lte
1455945920.73,received , 81 , 0.0108377933502, wifi
1455945920.74,received , 82 , 0.0113308429718, wifi
1455945920.75,received , 81 , 0.0284388065338, lte
1455945920.75,received , 82 , 0.0212450027466, lte
1455945920.75,received , 83 , 0.0112719535828, wifi
1455945920.76,received , 83 , 0.0180130004883, lte
1455945920.76,received , 84 , 0.0106329917908, wifi
1455945920.77,received , 85 , 0.0124139785767, wifi
1455945920.78,received , 84 , 0.0264880657196, lte
1455945920.78,received , 86 , 0.0107438564301, wifi
1455945920.79,received , 87 , 0.0111908912659, wifi
1455945920.8,received , 88 , 0.0104320049286, wifi
1455945920.81,received , 85 , 0.0428590774536, lte
1455945920.81,received , 86 , 0.0330467224121, lte
1455945920.81,received , 87 , 0.0274729728699, lte
1455945920.81,received , 89 , 0.0112419128418, wifi
1455945920.82,received , 90 , 0.0107359886169, wifi
1455945920.83,received , 91 , 0.0115630626678, wifi
1455945920.84,received , 88 , 0.0450398921967, lte
1455945920.84,received , 89 , 0.0351719856262, lte
1455945920.84,received , 90 , 0.0277020931244, lte
1455945920.84,received , 91 , 0.0192070007324, lte
1455945920.84,received , 92 , 0.0111367702484, wifi
