1455473053.79,received , 1 , 0.587144851685, wifi
1455473053.82,received , 2 , 0.604686975479, wifi
1455473053.84,received , 3 , 0.621180057526, wifi
1455473053.87,received , 4 , 0.637214899063, wifi
1455473053.9,received , 5 , 0.659083843231, wifi
1455473053.93,received , 6 , 0.677805900574, wifi
1455473053.96,received , 7 , 0.693868875504, wifi
1455473053.99,received , 8 , 0.714080810547, wifi
1455473054.01,received , 9 , 0.730220794678, wifi
1455473054.07,received , 10 , 0.779669046402, wifi
1455473054.12,received , 11 , 0.812547922134, wifi
1455473054.19,received , 12 , 0.870832204819, wifi
1455473054.23,received , 13 , 0.908463954926, wifi
1455473054.85,received , 15 , 1.50538086891, wifi
1455473054.93,received , 19 , 1.54027986526, wifi
1455473055.01,received , 20 , 1.61089706421, wifi
1455473055.03,received , 21 , 1.62714099884, wifi
1455473055.08,received , 22 , 1.66138291359, wifi
1455473055.11,received , 23 , 1.67732000351, wifi
1455473055.17,received , 24 , 1.73074483871, wifi
1455473055.21,received , 25 , 1.75855088234, wifi
1455473055.24,received , 26 , 1.77796983719, wifi
1455473055.47,received , 29 , 1.98290514946, wifi
1455473055.51,received , 30 , 2.0108859539, wifi
1455473055.56,received , 31 , 2.05334496498, wifi
1455473055.6,received , 32 , 2.08092188835, wifi
1455473055.63,received , 33 , 2.09709692001, wifi
1455473055.66,received , 34 , 2.11304187775, wifi
1455473055.68,received , 35 , 2.12926411629, wifi
1455473055.82,received , 36 , 2.2577791214, wifi
1455473056.17,received , 39 , 2.57385993004, wifi
1455473056.2,received , 41 , 2.58293890953, wifi
1455473056.22,received , 43 , 2.58879876137, wifi
1455473056.28,received , 44 , 2.62882900238, wifi
1455473056.31,received , 45 , 2.65003204346, wifi
1455473056.33,received , 46 , 2.66600012779, wifi
1455473056.37,received , 47 , 2.68877887726, wifi
1455473056.58,received , 50 , 2.87461900711, wifi
1455473056.62,received , 51 , 2.90071702003, wifi
1455473056.65,received , 52 , 2.92334890366, wifi
1455473056.68,received , 53 , 2.93967890739, wifi
1455473056.71,received , 55 , 2.94728279114, wifi
1455473056.73,received , 56 , 2.96352005005, wifi
1455473056.77,received , 58 , 2.97572183609, wifi
1455473057.12,received , 59 , 3.31917095184, wifi
1455473057.17,received , 60 , 3.36018490791, wifi
1455473057.22,received , 61 , 3.39439296722, wifi
1455473057.26,received , 62 , 3.42814803123, wifi
1455473057.29,received , 63 , 3.44409012794, wifi
1455473057.34,received , 64 , 3.48779296875, wifi
1455473057.39,received , 65 , 3.52958893776, wifi
1455473057.43,received , 66 , 3.5587990284, wifi
1455473057.48,received , 67 , 3.5930929184, wifi
1455473057.51,received , 68 , 3.61777997017, wifi
1455473057.54,received , 69 , 3.63375902176, wifi
1455473057.96,received , 72 , 4.02558994293, wifi
1455473058.01,received , 73 , 4.06511187553, wifi
1455473058.04,received , 74 , 4.08131814003, wifi
1455473058.09,received , 75 , 4.11940717697, wifi
1455473058.16,received , 76 , 4.1839389801, wifi
1455473058.21,received , 77 , 4.22152900696, wifi
1455473058.24,received , 78 , 4.237596035, wifi
1455473059.1,received , 81 , 5.07092380524, wifi
1455473059.13,received , 82 , 5.08708906174, wifi
1455473059.17,received , 83 , 5.11819601059, wifi
1455473059.2,received , 84 , 5.14071989059, wifi
1455473059.23,received , 86 , 5.14965200424, wifi
1455473059.26,received , 87 , 5.16566491127, wifi
1455473059.3,received , 88 , 5.20010590553, wifi
1455473059.34,received , 89 , 4.39006304741, wifi
1455473059.36,received , 90 , 4.40620303154, wifi
1455473059.59,received , 92 , 4.61266183853, wifi
1455473059.63,received , 93 , 4.63791894913, wifi
1455473059.65,received , 94 , 4.6538631916, wifi
1455473059.71,received , 95 , 4.70159196854, wifi
1455473059.74,received , 97 , 4.70723581314, wifi
1455473059.77,received , 98 , 4.72657513618, wifi
1455473059.79,received , 99 , 4.74282407761, wifi
1455473059.84,received , 100 , 4.77719306946, wifi
1455473059.88,received , 101 , 4.81025600433, wifi
1455473060.28,received , 102 , 5.20419096947, wifi
1455473060.31,received , 104 , 5.21023201942, wifi
1455473060.35,received , 106 , 5.23151493073, wifi
1455473060.39,received , 107 , 5.26274180412, wifi
1455473060.42,received , 108 , 5.27917003632, wifi
1455473060.45,received , 109 , 5.29693698883, wifi
1455473060.49,received , 110 , 5.32423400879, wifi
1455473060.51,received , 111 , 5.34035086632, wifi
1455473060.54,received , 112 , 5.36005187035, wifi
1455473061.11,received , 113 , 5.91672110558, wifi
1455473061.14,received , 114 , 5.93296813965, wifi
1455473061.25,received , 115 , 6.03338098526, wifi
1455473061.27,received , 116 , 6.04960083961, wifi
1455473061.32,received , 117 , 6.09054589272, wifi
1455473061.38,received , 118 , 6.13484692574, wifi
1455473061.42,received , 119 , 6.16415309906, wifi
1455473061.46,received , 120 , 6.19379210472, wifi
1455473061.49,received , 121 , 6.2165119648, wifi
1455473061.52,received , 122 , 6.23245787621, wifi
1455473061.55,received , 123 , 6.25673985481, wifi
1455473061.85,received , 124 , 6.54378080368, wifi
1455473061.89,received , 126 , 6.56446886063, wifi
1455473061.92,received , 173 , 6.10360503197, wifi
1455473061.95,received , 174 , 6.12676882744, wifi
1455473062.02,received , 175 , 6.18109416962, wifi
1455473062.06,received , 180 , 6.17082810402, wifi
1455473062.1,received , 181 , 6.2001080513, wifi
1455473062.88,received , 182 , 6.96793580055, wifi
1455473062.9,received , 183 , 6.98418498039, wifi
1455473062.98,received , 184 , 7.04995703697, wifi
1455473063.0,received , 185 , 7.06613397598, wifi
1455473063.06,received , 186 , 7.10702300072, wifi
1455473063.11,received , 187 , 7.15050506592, wifi
1455473063.16,received , 188 , 7.19460892677, wifi
1455473063.19,received , 189 , 7.21092796326, wifi
1455473063.26,received , 190 , 7.26841402054, wifi
1455473063.29,received , 191 , 7.28430199623, wifi
1455473063.31,received , 192 , 7.30057287216, wifi
1455473063.57,received , 193 , 7.54932618141, wifi
1455473063.6,received , 242 , 7.06523990631, wifi
1455473063.64,received , 243 , 7.09770512581, wifi
1455473063.69,received , 287 , 6.01883506775, wifi
1455473063.72,received , 288 , 6.04154396057, wifi
1455473063.77,received , 289 , 6.0828871727, wifi
1455473063.8,received , 291 , 6.08873605728, wifi
1455473063.87,received , 292 , 6.14626407623, wifi
1455473064.22,received , 293 , 6.48769617081, wifi
1455473064.3,received , 294 , 6.55440211296, wifi
1455473064.33,received , 295 , 6.57387781143, wifi
1455473064.35,received , 296 , 6.58998918533, wifi
1455473064.4,received , 297 , 6.62676906586, wifi
1455473064.44,received , 298 , 6.65540003777, wifi
1455473064.48,received , 299 , 6.67960095406, wifi
1455473064.51,received , 300 , 6.70489811897, wifi
1455473064.54,received , 367 , 5.57153201103, wifi
1455473064.57,received , 368 , 5.59351301193, wifi
1455473064.65,received , 378 , 5.57567405701, wifi
1455473064.68,received , 379 , 5.59190392494, wifi
1455473064.71,received , 380 , 5.60831093788, wifi
1455473064.73,received , 381 , 5.62454819679, wifi
1455473064.76,received , 382 , 5.64400482178, wifi
1455473064.79,received , 423 , 5.24363398552, wifi
1455473064.83,received , 424 , 5.27364611626, wifi
1455473064.87,received , 425 , 5.29800105095, wifi
1455473064.89,received , 426 , 5.31415891647, wifi
1455473065.08,received , 429 , 5.46723794937, wifi
1455473065.1,received , 430 , 5.48335790634, wifi
1455473065.13,received , 431 , 5.49961209297, wifi
1455473065.17,received , 583 , 3.77354598045, wifi
1455473065.19,received , 584 , 3.78974914551, wifi
1455473065.23,received , 585 , 3.81801581383, wifi
1455473065.26,received , 586 , 3.83745408058, wifi
1455473065.29,received , 587 , 3.85397100449, wifi
1455473065.31,received , 588 , 3.87016296387, wifi
1455473065.6,received , 589 , 4.14339399338, wifi
1455473065.63,received , 590 , 4.16313910484, wifi
1455473065.65,received , 591 , 4.1813750267, wifi
1455473065.69,received , 592 , 4.20908880234, wifi
1455473065.72,received , 593 , 4.23044395447, wifi
1455473065.75,received , 594 , 4.24845004082, wifi
1455473065.78,received , 595 , 4.26823115349, wifi
1455473065.82,received , 596 , 4.29268693924, wifi
1455473065.84,received , 597 , 4.30913901329, wifi
1455473065.87,received , 598 , 4.33032011986, wifi
1455473065.91,received , 599 , 4.35169386864, wifi
1455473066.21,received , 600 , 4.64458394051, wifi
1455473066.24,received , 601 , 4.66106104851, wifi
1455473066.27,received , 602 , 4.68258285522, wifi
1455473066.29,received , 603 , 4.69881081581, wifi
1455473066.35,received , 604 , 4.74818706512, wifi
1455473066.38,received , 605 , 4.76937413216, wifi
1455473066.41,received , 606 , 4.78584289551, wifi
1455473066.45,received , 607 , 4.81809091568, wifi
1455473066.48,received , 608 , 4.83931994438, wifi
