05:31:35.749948 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 1
05:31:35.750636 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 1
05:31:35.760300 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 2
05:31:35.760441 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 2
05:31:35.772608 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 3
05:31:35.772724 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 3
05:31:35.785550 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 4
05:31:35.785655 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 4
05:31:35.796311 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 5
05:31:35.796455 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 5
05:31:35.806638 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 6
05:31:35.806735 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 6
05:31:35.819453 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 7
05:31:35.819548 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 7
05:31:35.832361 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 8
05:31:35.832467 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 8
05:31:35.843810 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 9
05:31:35.844733 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 9
05:31:35.854666 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 10
05:31:35.857549 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 10
05:31:35.867371 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 11
05:31:35.870384 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 11
05:31:35.880218 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 12
05:31:35.883184 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 12
05:31:35.892949 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 13
05:31:35.893509 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 13
05:31:35.904462 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 14
05:31:35.904497 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 14
05:31:35.914720 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 15
05:31:35.917245 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 15
05:31:35.925148 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 16
05:31:35.930055 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 16
05:31:35.937981 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 17
05:31:35.941090 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 17
05:31:35.948819 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 18
05:31:35.951382 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 18
05:31:35.959676 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 19
05:31:35.963455 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 19
05:31:35.970272 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 20
05:31:35.973687 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 20
05:31:35.981828 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 21
05:31:35.986510 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 21
05:31:35.992156 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 22
05:31:35.997585 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 22
05:31:36.004479 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 23
05:31:36.008117 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 23
05:31:36.016700 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 24
05:31:36.020981 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 24
05:31:36.027550 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 25
05:31:36.033784 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 25
05:31:36.037936 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 26
05:31:36.044651 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 26
05:31:36.050656 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 27
05:31:36.055758 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 27
05:31:36.061834 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 28
05:31:36.066765 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 28
05:31:36.072890 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 29
05:31:36.077640 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 29
05:31:36.085715 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 30
05:31:36.088689 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 30
05:31:36.097666 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 31
05:31:36.099955 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 31
05:31:36.109033 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 32
05:31:36.110857 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 32
05:31:36.121247 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 33
05:31:36.121387 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 33
05:31:36.133424 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 34
05:31:36.133549 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 34
05:31:36.144193 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 35
05:31:36.144239 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 35
05:31:36.154471 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 36
05:31:36.154868 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 36
05:31:36.165218 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 37
05:31:36.165459 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 37
05:31:36.175707 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 38
05:31:36.178274 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 38
05:31:36.188372 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 39
05:31:36.189173 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 39
05:31:36.200029 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 40
05:31:36.200072 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 40
05:31:36.210288 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 41
05:31:36.210425 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 41
05:31:36.221774 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 42
05:31:36.221808 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 42
05:31:36.234628 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 43
05:31:36.234746 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 43
05:31:36.247406 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 44
05:31:36.247499 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 44
05:31:36.257801 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 45
05:31:36.257942 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 45
05:31:36.270569 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 46
05:31:36.270601 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 46
