Transmission rate: 0.08  Mbit/s
Interface:      wlan1, SSID:           STARBUCKS-FREE-WIFI, Transmit Rate:  90 Mb/s, Transmit Power: 15 dBm, RSSI:           192
Interface:      wlan1, SSID:           STARBUCKS-FREE-WIFI, Transmit Rate:  15 Mb/s, Transmit Power: 15 dBm, RSSI:           183
