14:54:33.952196 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 1
14:54:33.963291 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 2
14:54:33.974522 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 3
14:54:33.985555 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 4
14:54:33.996840 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 5
14:54:34.007893 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 6
14:54:34.019257 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 7
14:54:34.030362 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 8
14:54:34.042001 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 9
14:54:34.053499 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 10
14:54:34.064991 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 11
14:54:34.076290 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 12
14:54:34.087328 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 13
14:54:34.098517 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 14
14:54:34.111021 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 15
14:54:34.122625 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 16
14:54:34.134102 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 17
14:54:34.145576 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 18
14:54:34.156876 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 19
14:54:34.168103 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 20
14:54:34.179558 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 21
14:54:34.190960 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 22
14:54:34.202538 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 23
14:54:34.214104 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 24
14:54:34.225386 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 25
14:54:34.236793 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 26
14:54:34.248188 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 27
14:54:34.259414 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 28
14:54:34.270924 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 29
14:54:34.282302 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 30
14:54:34.293535 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 31
14:54:34.304865 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 32
14:54:34.316273 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 33
14:54:34.327685 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 34
14:54:34.340764 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 35
14:54:34.352095 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 36
14:54:34.363506 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 37
14:54:34.374733 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 38
14:54:34.386067 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 39
14:54:34.397468 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 40
14:54:34.408861 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 41
14:54:34.420506 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 42
14:54:34.431891 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 43
