13:48:27.795216 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 1
13:48:27.806772 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 2
13:48:27.817780 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 3
13:48:27.828881 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 4
13:48:27.839657 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 5
13:48:27.850716 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 6
13:48:27.861640 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 7
13:48:27.872848 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 8
13:48:27.884160 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 9
13:48:27.895496 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 10
13:48:27.906628 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 11
13:48:27.917862 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 12
13:48:27.929142 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 13
13:48:27.940758 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 14
13:48:27.951986 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 15
13:48:27.963293 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 16
13:48:27.974412 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 17
13:48:27.985641 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 18
13:48:27.996906 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 19
13:48:28.008186 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 20
13:48:28.019257 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 21
13:48:28.030518 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 22
13:48:28.041572 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 23
13:48:28.052528 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 24
13:48:28.063738 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 25
13:48:28.074625 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 26
13:48:28.085676 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 27
13:48:28.096749 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 28
13:48:28.108001 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 29
13:48:28.119127 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 30
13:48:28.130124 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 31
13:48:28.141444 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 32
13:48:28.152483 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 33
13:48:28.163482 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 34
13:48:28.174494 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 35
13:48:28.185366 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 36
13:48:28.196456 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 37
13:48:28.207279 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 38
13:48:28.218303 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 39
13:48:28.229225 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 40
13:48:28.240995 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 41
13:48:28.252114 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 42
13:48:28.263205 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 43
13:48:28.274268 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 44
13:48:28.285322 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 45
13:48:28.296271 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 46
13:48:28.307686 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 47
13:48:28.318772 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 48
13:48:28.329695 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 49
13:48:28.341234 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 50
13:48:28.351984 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 792 , 51
