10:43:36.163868 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 1
10:43:37.116918 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 78
10:43:37.116994 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 78
10:43:37.127670 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 79
10:43:37.127713 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 79
10:43:37.138144 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 80
10:43:37.138235 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 80
10:43:37.150837 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 81
10:43:37.150933 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 81
10:43:37.162272 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 82
10:43:37.162356 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 82
10:43:37.174900 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 83
10:43:37.174991 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 83
10:43:37.186086 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 84
10:43:37.186145 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 84
10:43:37.198726 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 85
10:43:37.198835 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 85
10:43:37.211614 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 86
10:43:37.211794 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 86
10:43:37.224447 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 87
10:43:37.224522 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 87
10:43:37.237386 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 88
10:43:37.237439 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 88
10:43:37.248009 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 89
10:43:37.248053 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 89
10:43:37.260178 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 90
10:43:37.260215 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 90
10:43:37.273007 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 91
10:43:37.273106 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 91
10:43:37.285888 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 92
10:43:37.285978 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 92
10:43:37.296539 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 93
10:43:37.296636 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 93
10:43:37.309486 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 94
10:43:37.309553 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 94
10:43:37.322354 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 95
10:43:37.322468 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 95
10:43:37.333448 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 96
10:43:37.333540 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 96
10:43:37.344690 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 97
10:43:37.344732 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 97
10:43:37.356084 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 98
10:43:37.356126 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 98
10:43:37.368910 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 99
10:43:37.369023 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 99
10:43:37.381825 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 100
10:43:37.381920 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 100
10:43:37.394108 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 101
10:43:37.394155 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 101
10:43:37.406939 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 102
10:43:37.407028 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 102
10:43:37.419871 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 103
10:43:37.420093 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 103
10:43:37.432704 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 104
10:43:37.432781 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 104
10:43:37.443945 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 105
10:43:37.444051 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 105
10:43:37.456820 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 106
10:43:37.456896 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 106
10:43:37.469675 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 107
10:43:37.469784 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 107
10:43:37.482573 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 108
10:43:37.482659 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 108
10:43:37.495422 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 109
10:43:37.495499 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 109
10:43:37.508297 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 110
10:43:37.508380 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 110
10:43:37.518823 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 111
10:43:37.518907 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 111
10:43:37.529677 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 112
10:43:37.529705 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 112
10:43:37.542521 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 113
10:43:37.542616 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 113
10:43:37.555423 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 114
10:43:37.555517 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 114
10:43:37.568350 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 115
10:43:37.568455 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 115
10:43:37.581219 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 116
10:43:37.581302 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 116
10:43:37.594115 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 117
10:43:37.594222 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 117
10:43:37.607000 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 118
10:43:37.607074 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 118
10:43:37.619875 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 119
10:43:37.619965 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 119
10:43:37.632528 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 120
10:43:37.632623 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 120
10:43:37.644530 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 121
10:43:37.644630 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 121
10:43:37.657167 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 122
10:43:37.657256 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 122
10:43:37.669823 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 123
10:43:37.669932 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 123
10:43:37.680276 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 124
10:43:37.680406 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 124
10:43:37.690731 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 125
10:43:37.690836 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 125
10:43:37.703482 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 126
10:43:37.703512 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 126
10:43:37.714190 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 127
10:43:37.714233 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 127
10:43:37.726737 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 128
10:43:37.726837 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 128
10:43:37.739386 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 129
10:43:37.739479 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 129
10:43:37.752057 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 130
10:43:37.752116 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 130
10:43:37.763602 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 131
10:43:37.763713 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 131
10:43:37.774352 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 132
10:43:37.774475 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 132
10:43:37.787008 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 133
10:43:37.787111 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 133
10:43:37.798267 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 134
10:43:37.798364 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 134
10:43:37.810956 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 135
10:43:37.811047 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 135
10:43:37.823608 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 136
10:43:37.823641 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 136
10:43:37.836249 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 137
10:43:37.836326 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 137
10:43:37.847138 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 138
10:43:37.847181 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 138
10:43:37.859660 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 139
10:43:37.859750 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 139
10:43:37.871289 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 140
10:43:37.871382 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 140
10:43:37.883952 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 141
10:43:37.884041 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 141
10:43:37.894950 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 142
10:43:37.895032 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 142
10:43:37.907563 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 143
10:43:37.907673 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 143
10:43:37.920224 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 144
10:43:37.920304 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 144
10:43:37.933084 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 145
10:43:37.933166 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 145
10:43:37.945293 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 146
10:43:37.945395 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 146
10:43:37.956644 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 147
10:43:37.956706 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 147
10:43:37.969431 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 148
10:43:37.969537 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 148
10:43:37.980915 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 149
10:43:37.980990 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 149
10:43:37.993786 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 150
10:43:37.993887 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 150
10:43:38.006648 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 151
10:43:38.006722 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 151
10:43:38.019520 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 152
10:43:38.019689 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 152
10:43:38.030173 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 493 , 153
10:43:38.030220 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 492 , 153
