1455473799.89,received , 1 , 0.02201795578, lte
1455473799.89,received , 2 , 0.0118701457977, lte
1455473799.89,received , 3 , 0.00178813934326, lte
1455473799.89,received , 4 , -0.00776505470276, lte
1455473799.89,received , 5 , -0.0178480148315, lte
1455473799.89,received , 6 , -0.0270080566406, lte
1455473799.89,received , 7 , -0.0370771884918, lte
1455473799.89,received , 8 , -0.047168970108, lte
1455473799.89,received , 9 , -0.0563018321991, lte
1455473799.89,received , 10 , -0.066388130188, lte
1455473799.9,received , 11 , -0.0716819763184, lte
1455473799.93,received , 12 , -0.054792881012, lte
1455473799.94,received , 13 , -0.0549509525299, lte
1455473799.94,received , 14 , -0.0605471134186, lte
1455473799.94,received , 15 , -0.0705630779266, lte
1455473799.97,received , 16 , -0.0555520057678, lte
1455473799.98,received , 17 , -0.0558302402496, lte
1455473799.98,received , 18 , -0.060928106308, lte
1455473799.98,received , 19 , -0.0710339546204, lte
1455473800.02,received , 20 , -0.0464661121368, lte
1455473800.02,received , 21 , -0.0566220283508, lte
1455473800.03,received , 22 , -0.0571208000183, lte
1455473800.03,received , 23 , -0.0625019073486, lte
1455473800.03,received , 24 , -0.0725500583649, lte
1455473800.07,received , 25 , -0.0477831363678, lte
1455473800.07,received , 26 , -0.0579590797424, lte
1455473800.08,received , 27 , -0.0582799911499, lte
1455473800.08,received , 28 , -0.0633840560913, lte
1455473800.08,received , 29 , -0.073529958725, lte
1455473800.12,received , 30 , -0.0487670898438, lte
1455473800.12,received , 31 , -0.0592620372772, lte
1455473800.13,received , 32 , -0.0597400665283, lte
1455473800.13,received , 33 , -0.0649499893188, lte
1455473800.15,received , 34 , -0.0525181293488, lte
1455473800.16,received , 35 , -0.0557799339294, lte
1455473800.17,received , 36 , -0.0611100196838, lte
1455473800.17,received , 37 , -0.0715050697327, lte
1455473800.2,received , 38 , -0.0518290996552, lte
1455473800.2,received , 39 , -0.0621340274811, lte
1455473800.21,received , 40 , -0.0596470832825, lte
1455473800.22,received , 41 , -0.0632510185242, lte
1455473800.23,received , 42 , -0.0604989528656, lte
1455473800.24,received , 43 , -0.0588409900665, lte
1455473800.25,received , 44 , -0.0591521263123, lte
1455473800.26,received , 45 , -0.059632062912, lte
1455473800.27,received , 46 , -0.0570080280304, lte
1455473800.28,received , 47 , -0.057284116745, lte
1455473800.29,received , 48 , -0.0577058792114, lte
1455473800.31,received , 49 , -0.0502400398254, lte
1455473800.32,received , 50 , -0.0540270805359, lte
1455473800.33,received , 51 , -0.0492699146271, lte
1455473800.34,received , 52 , -0.0555489063263, lte
1455473800.34,received , 53 , -0.0651459693909, lte
1455473800.35,received , 54 , -0.0613088607788, lte
1455473800.35,received , 55 , -0.0706520080566, lte
1455473800.39,received , 56 , -0.0492789745331, lte
