15:01:34.529306 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 1
15:01:34.540453 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 2
15:01:34.551636 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 3
15:01:34.562661 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 4
15:01:34.573724 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 5
15:01:34.584844 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 6
15:01:34.595999 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 7
15:01:34.607176 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 8
15:01:34.618302 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 9
15:01:34.629165 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 10
15:01:34.640489 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 11
15:01:34.651495 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 12
15:01:34.662660 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 13
15:01:34.673762 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 14
15:01:34.684767 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 15
15:01:34.695889 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 16
15:01:34.707054 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 17
15:01:34.718060 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 18
15:01:34.729127 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 19
15:01:34.740474 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 20
15:01:34.751458 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 21
15:01:34.762536 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 22
15:01:34.773635 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 23
15:01:34.784675 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 24
15:01:34.795770 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 25
15:01:34.806862 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 26
15:01:34.817851 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 27
15:01:34.828912 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 28
15:01:34.840086 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 29
15:01:34.851197 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 30
15:01:34.862304 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 31
15:01:34.873297 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 32
15:01:34.884372 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 33
15:01:34.895462 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 34
15:01:34.906472 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 35
15:01:34.917593 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 36
15:01:34.928918 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 37
15:01:34.940164 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 38
15:01:34.951335 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 39
15:01:34.962473 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 40
15:01:34.973451 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 41
15:01:34.984518 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 42
15:01:34.995620 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 43
15:01:35.006688 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 44
15:01:35.017772 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 45
15:01:35.028865 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 46
15:01:35.040311 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 47
15:01:35.051432 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 48
15:01:35.062445 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 49
15:01:35.073503 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 50
15:01:35.084617 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 51
15:01:35.095610 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 52
15:01:35.106670 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 53
15:01:35.117769 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 54
15:01:35.128775 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 55
15:01:35.140574 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 56
15:01:35.151679 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 57
15:01:35.162678 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 58
15:01:35.173721 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 59
15:01:35.184821 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 60
15:01:35.195810 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 61
15:01:35.206855 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 62
15:01:35.217730 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 63
15:01:35.228814 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 64
15:01:35.240306 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 65
15:01:35.251290 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 66
15:01:35.262354 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 67
15:01:35.273438 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 68
15:01:35.284428 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 69
15:01:35.295488 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 70
15:01:35.306593 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 71
15:01:35.317604 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 72
15:01:35.328678 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 73
15:01:35.340133 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 74
15:01:35.351133 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 75
15:01:35.362195 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 76
15:01:35.373297 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 77
15:01:35.384333 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 78
15:01:35.395398 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 79
15:01:35.406423 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 80
15:01:35.417476 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 81
15:01:35.428565 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 82
15:01:35.439548 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 83
15:01:35.450842 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 84
15:01:35.461941 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 85
15:01:35.472937 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 86
15:01:35.484002 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 87
15:01:35.495106 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 88
15:01:35.506116 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 89
15:01:35.517176 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 90
15:01:35.528279 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 91
15:01:35.540997 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 92
15:01:35.551902 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 93
15:01:35.562800 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 94
15:01:35.573365 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 95
15:01:35.583967 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 96
15:01:35.595107 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 97
15:01:35.605539 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 98
15:01:35.616075 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 99
15:01:35.626498 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 100
15:01:35.637007 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1992 , 101
