Transmission rate: 1.152  Mbit/s
Interface:      wlan0, SSID:           STARBUCKS-FREE-WIFI, Transmit Rate:  58.5 Mb/s, Bit  Rate:  21 dBm
Interface:      wlan0, SSID:           STARBUCKS-FREE-WIFI, Transmit Rate:  58.5 Mb/s, Bit  Rate:  21 dBm
