1457020512.1,received , 1 , 0.178143024445, lte
1457020512.19,received , 2 , 0.253903150558, lte
1457020512.22,received , 3 , 0.278297901154, lte
1457020512.26,received , 4 , 0.297176122665, lte
1457020512.28,received , 5 , 0.312299013138, lte
1457020512.3,received , 6 , 0.323002099991, lte
1457020512.33,received , 7 , 0.332877874374, lte
1457020512.34,received , 8 , 0.339686155319, lte
1457020512.36,received , 9 , 0.346190929413, lte
1457020512.38,received , 10 , 0.350482940674, lte
1457020512.4,received , 11 , 0.365488052368, lte
1457020512.42,received , 12 , 0.369098186493, lte
1457020512.43,received , 13 , 0.370767116547, lte
1457020512.45,received , 14 , 0.374941110611, lte
1457020512.46,received , 15 , 0.37610912323, lte
1457020512.48,received , 16 , 0.377590894699, lte
1457020512.49,received , 17 , 0.384234189987, lte
1457020512.51,received , 18 , 0.388304948807, lte
1457020512.53,received , 19 , 0.393326997757, lte
1457020512.54,received , 20 , 0.395568132401, lte
1457020512.55,received , 21 , 0.397932052612, lte
1457020512.57,received , 22 , 0.400167942047, lte
1457020512.58,received , 23 , 0.400830984116, lte
1457020512.59,received , 24 , 0.398133993149, lte
1457020512.6,received , 25 , 0.395020246506, lte
1457020512.61,received , 26 , 0.391486167908, lte
1457020512.62,received , 27 , 0.388976097107, lte
1457020512.62,received , 28 , 0.386594057083, lte
1457020512.63,received , 29 , 0.383249044418, lte
1457020512.65,received , 30 , 0.383953094482, lte
1457020512.66,received , 31 , 0.384211063385, lte
1457020512.66,received , 32 , 0.372605085373, lte
1457020512.67,received , 33 , 0.372667074203, lte
1457020512.67,received , 34 , 0.365025997162, lte
1457020512.68,received , 35 , 0.363393068314, lte
1457020512.69,received , 36 , 0.35839509964, lte
1457020512.7,received , 37 , 0.354063034058, lte
1457020512.7,received , 38 , 0.349236011505, lte
1457020512.71,received , 39 , 0.343713998795, lte
1457020512.72,received , 40 , 0.339369058609, lte
1457020512.72,received , 41 , 0.334743976593, lte
1457020512.73,received , 42 , 0.329138994217, lte
1457020512.74,received , 43 , 0.323433876038, lte
1457020512.74,received , 44 , 0.317794084549, lte
1457020512.75,received , 45 , 0.311882019043, lte
1457020512.75,received , 46 , 0.306434869766, lte
1457020512.76,received , 47 , 0.301002979279, lte
1457020512.77,received , 48 , 0.294682025909, lte
1457020512.77,received , 49 , 0.288581132889, lte
1457020512.78,received , 50 , 0.290448188782, lte
1457020512.79,received , 51 , 0.280532121658, lte
1457020512.79,received , 52 , 0.272047042847, lte
1457020512.8,received , 53 , 0.271055936813, lte
1457020512.8,received , 54 , 0.259298086166, lte
1457020512.81,received , 55 , 0.252643108368, lte
1457020512.81,received , 56 , 0.245521068573, lte
1457020512.81,received , 57 , 0.237998962402, lte
1457020512.82,received , 58 , 0.231103181839, lte
1457020512.82,received , 59 , 0.223648071289, lte
1457020512.83,received , 60 , 0.217043161392, lte
1457020512.84,received , 61 , 0.217304944992, lte
1457020512.84,received , 62 , 0.205693006516, lte
1457020512.84,received , 63 , 0.194364070892, lte
1457020512.85,received , 64 , 0.192943096161, lte
1457020512.86,received , 65 , 0.187199115753, lte
1457020512.86,received , 66 , 0.180768251419, lte
1457020512.87,received , 67 , 0.175677061081, lte
1457020512.87,received , 68 , 0.168056964874, lte
1457020512.88,received , 69 , 0.159448862076, lte
1457020512.88,received , 70 , 0.15239906311, lte
1457020512.88,received , 71 , 0.144834041595, lte
1457020512.89,received , 72 , 0.138288974762, lte
1457020512.89,received , 73 , 0.130577087402, lte
1457020512.9,received , 74 , 0.122903108597, lte
1457020512.9,received , 75 , 0.114748001099, lte
1457020512.91,received , 76 , 0.113711118698, lte
1457020512.91,received , 77 , 0.10253405571, lte
1457020512.92,received , 78 , 0.101090908051, lte
1457020512.92,received , 79 , 0.089742898941, lte
1457020512.93,received , 80 , 0.0855059623718, lte
1457020512.93,received , 81 , 0.0780489444733, lte
1457020512.93,received , 82 , 0.0693261623383, lte
1457020512.94,received , 83 , 0.0621199607849, lte
1457020512.94,received , 84 , 0.0547070503235, lte
1457020512.95,received , 85 , 0.0531671047211, lte
1457020512.95,received , 86 , 0.0420320034027, lte
1457020512.96,received , 87 , 0.0395209789276, lte
1457020512.96,received , 88 , 0.0287249088287, lte
1457020512.97,received , 89 , 0.0207550525665, lte
1457020512.98,received , 90 , 0.0182290077209, lte
1457020512.98,received , 91 , 0.00753092765808, lte
1457020512.98,received , 92 , 0.00440406799316, lte
1457020513.0,received , 93 , 0.014340877533, lte
1457020513.01,received , 94 , 0.0131249427795, lte
1457020513.03,received , 95 , 0.0141069889069, lte
1457020513.05,received , 96 , 0.022224187851, lte
1457020513.06,received , 97 , 0.0250141620636, lte
1457020513.07,received , 98 , 0.0244288444519, lte
1457020513.08,received , 99 , 0.0165810585022, lte
1457020513.08,received , 100 , 0.00889015197754, lte
1457020513.09,received , 101 , 0.00390982627869, lte
1457020513.16,received , 102 , 0.0646030902863, lte
1457020513.18,received , 103 , 0.0690021514893, lte
1457020513.18,received , 104 , 0.060396194458, lte
1457020513.18,received , 105 , 0.0504951477051, lte
1457020513.18,received , 106 , 0.0423250198364, lte
1457020513.19,received , 107 , 0.0395300388336, lte
1457020513.19,received , 108 , 0.028058052063, lte
1457020513.19,received , 109 , 0.0183749198914, lte
1457020513.2,received , 110 , 0.0107321739197, lte
1457020513.21,received , 111 , 0.011155128479, lte
1457020513.24,received , 112 , 0.0286622047424, lte
1457020513.26,received , 113 , 0.0340168476105, lte
1457020513.26,received , 114 , 0.0264229774475, lte
1457020513.27,received , 115 , 0.0195820331573, lte
1457020513.27,received , 116 , 0.00888586044312, lte
1457020513.28,received , 117 , 0.0151569843292, lte
1457020513.32,received , 118 , 0.0403661727905, lte
1457020513.32,received , 119 , 0.0287609100342, lte
1457020513.32,received , 120 , 0.0191621780396, lte
1457020513.34,received , 121 , 0.0200932025909, lte
1457020513.34,received , 122 , 0.0105011463165, lte
1457020513.35,received , 123 , 0.0131030082703, lte
1457020513.36,received , 124 , 0.0113608837128, lte
1457020513.37,received , 125 , 0.0107100009918, lte
1457020513.39,received , 126 , 0.0117862224579, lte
1457020513.41,received , 127 , 0.0221869945526, lte
1457020513.43,received , 128 , 0.0324981212616, lte
1457020513.43,received , 129 , 0.0234491825104, lte
1457020513.44,received , 130 , 0.0162012577057, lte
1457020513.45,received , 131 , 0.0156390666962, lte
1457020513.46,received , 132 , 0.0127458572388, lte
1457020513.47,received , 133 , 0.0161621570587, lte
1457020513.48,received , 134 , 0.0150620937347, lte
1457020513.49,received , 135 , 0.00831699371338, lte
1457020513.5,received , 136 , 0.0106868743896, lte
1457020513.52,received , 137 , 0.0146441459656, lte
1457020513.54,received , 138 , 0.0289511680603, lte
1457020513.54,received , 139 , 0.0181579589844, lte
1457020513.56,received , 140 , 0.0182740688324, lte
1457020513.56,received , 141 , 0.0129928588867, lte
1457020513.57,received , 142 , 0.00856518745422, lte
1457020513.59,received , 143 , 0.0150499343872, lte
1457020513.6,received , 144 , 0.0152130126953, lte
1457020513.61,received , 145 , 0.0106241703033, lte
1457020513.61,received , 146 , 0.00698399543762, lte
1457020513.63,received , 147 , 0.0131819248199, lte
1457020513.65,received , 148 , 0.015702009201, lte
1457020513.66,received , 149 , 0.0141000747681, lte
