1455705541.01,received , 1 , 0.00592303276062, wifi
1455705541.02,received , 2 , 0.00270295143127, wifi
1455705541.03,received , 3 , 0.00267601013184, wifi
1455705541.04,received , 4 , 0.00277280807495, wifi
1455705541.05,received , 5 , 0.00265502929688, wifi
1455705541.06,received , 6 , 0.00269508361816, wifi
1455705541.07,received , 7 , 0.00269508361816, wifi
1455705541.09,received , 8 , 0.00266909599304, wifi
1455705541.1,received , 9 , 0.00268387794495, wifi
1455705541.11,received , 10 , 0.00265884399414, wifi
1455705541.12,received , 11 , 0.00269198417664, wifi
1455705541.14,received , 12 , 0.0026638507843, wifi
1455705541.15,received , 13 , 0.002690076828, wifi
1455705541.16,received , 14 , 0.00266695022583, wifi
1455705541.17,received , 15 , 0.00267195701599, wifi
1455705541.19,received , 16 , 0.00264501571655, wifi
1455705541.2,received , 17 , 0.00274991989136, wifi
1455705541.21,received , 18 , 0.00361490249634, wifi
1455705541.23,received , 19 , 0.00266814231873, wifi
1455705541.24,received , 20 , 0.00301694869995, wifi
1455705541.25,received , 21 , 0.00296998023987, wifi
1455705541.26,received , 22 , 0.00263977050781, wifi
1455705541.28,received , 23 , 0.00263905525208, wifi
1455705541.29,received , 1 , 0.28753900528, lte
1455705541.29,received , 24 , 0.00268697738647, wifi
1455705541.3,received , 25 , 0.00265598297119, wifi
1455705541.32,received , 26 , 0.00266814231873, wifi
1455705541.33,received , 27 , 0.00352787971497, wifi
1455705541.34,received , 28 , 0.00363802909851, wifi
1455705541.35,received , 29 , 0.00267100334167, wifi
1455705541.36,received , 30 , 0.00272107124329, wifi
1455705541.38,received , 31 , 0.00262093544006, wifi
1455705541.39,received , 32 , 0.0026388168335, wifi
1455705541.4,received , 33 , 0.00263786315918, wifi
1455705541.41,received , 2 , 0.394981861115, lte
1455705541.42,received , 34 , 0.00265097618103, wifi
1455705541.43,received , 35 , 0.00265908241272, wifi
1455705541.44,received , 36 , 0.00262689590454, wifi
1455705541.45,received , 37 , 0.00257897377014, wifi
1455705541.47,received , 38 , 0.00267100334167, wifi
1455705541.48,received , 3 , 0.448943138123, lte
1455705541.48,received , 39 , 0.00267195701599, wifi
1455705541.49,received , 40 , 0.00289082527161, wifi
1455705541.5,received , 41 , 0.00271606445312, wifi
1455705541.52,received , 42 , 0.00284600257874, wifi
1455705541.53,received , 43 , 0.0026741027832, wifi
1455705541.54,received , 44 , 0.00276589393616, wifi
1455705541.54,received , 4 , 0.507680892944, lte
1455705541.55,received , 45 , 0.00266599655151, wifi
1455705541.56,received , 46 , 0.00265979766846, wifi
1455705541.58,received , 47 , 0.00260877609253, wifi
1455705541.59,received , 48 , 0.00269198417664, wifi
1455705541.6,received , 49 , 0.0026650428772, wifi
1455705541.61,received , 50 , 0.00265407562256, wifi
1455705541.63,received , 51 , 0.00262999534607, wifi
1455705541.63,received , 5 , 0.587127923965, lte
1455705541.64,received , 52 , 0.00262403488159, wifi
1455705541.65,received , 53 , 0.00266599655151, wifi
1455705541.67,received , 54 , 0.00265407562256, wifi
1455705541.68,received , 55 , 0.00265407562256, wifi
1455705541.69,received , 56 , 0.0027220249176, wifi
1455705541.69,received , 6 , 0.63547205925, lte
1455705541.7,received , 57 , 0.00267791748047, wifi
1455705541.72,received , 58 , 0.00262594223022, wifi
1455705541.73,received , 59 , 0.00266408920288, wifi
1455705541.73,received , 7 , 0.659729957581, lte
1455705541.74,received , 60 , 0.00265002250671, wifi
1455705541.75,received , 61 , 0.00265097618103, wifi
1455705541.77,received , 8 , 0.681414842606, lte
1455705541.77,received , 62 , 0.00265598297119, wifi
1455705541.78,received , 63 , 0.00260496139526, wifi
1455705541.79,received , 64 , 0.00270795822144, wifi
1455705541.8,received , 9 , 0.699576854706, lte
1455705541.8,received , 65 , 0.00264406204224, wifi
1455705541.82,received , 66 , 0.00265789031982, wifi
1455705541.83,received , 67 , 0.00265192985535, wifi
1455705541.84,received , 10 , 0.725677013397, lte
1455705541.84,received , 68 , 0.00266194343567, wifi
1455705541.85,received , 69 , 0.00264191627502, wifi
1455705541.86,received , 11 , 0.73813700676, lte
1455705541.87,received , 70 , 0.00260710716248, wifi
1455705541.88,received , 71 , 0.00264310836792, wifi
1455705541.89,received , 12 , 0.75354218483, lte
1455705541.89,received , 72 , 0.00260901451111, wifi
1455705541.9,received , 73 , 0.00270295143127, wifi
1455705541.91,received , 13 , 0.765820026398, lte
1455705541.92,received , 74 , 0.00265598297119, wifi
1455705541.93,received , 75 , 0.00261211395264, wifi
1455705541.94,received , 14 , 0.779000997543, lte
1455705541.94,received , 76 , 0.00265884399414, wifi
1455705541.95,received , 77 , 0.00267791748047, wifi
1455705541.96,received , 15 , 0.78618311882, lte
1455705541.96,received , 78 , 0.00268197059631, wifi
1455705541.98,received , 79 , 0.00265097618103, wifi
1455705541.98,received , 16 , 0.795287847519, lte
1455705541.99,received , 80 , 0.00265598297119, wifi
1455705542.0,received , 17 , 0.801522016525, lte
1455705542.0,received , 81 , 0.00263094902039, wifi
1455705542.01,received , 82 , 0.00264096260071, wifi
1455705542.02,received , 18 , 0.807615995407, lte
1455705542.03,received , 83 , 0.00358080863953, wifi
1455705542.03,received , 19 , 0.81069111824, lte
1455705542.04,received , 84 , 0.00303506851196, wifi
1455705542.05,received , 85 , 0.00264501571655, wifi
1455705542.06,received , 86 , 0.00272011756897, wifi
1455705542.06,received , 21 , 0.816057920456, lte
1455705542.07,received , 87 , 0.00268793106079, wifi
1455705542.08,received , 22 , 0.817049980164, lte
1455705542.09,received , 88 , 0.00266599655151, wifi
1455705542.09,received , 23 , 0.819184780121, lte
1455705542.1,received , 89 , 0.00265312194824, wifi
1455705542.11,received , 24 , 0.819058179855, lte
1455705542.11,received , 90 , 0.00265407562256, wifi
1455705542.12,received , 25 , 0.821239948273, lte
1455705542.12,received , 91 , 0.00267696380615, wifi
1455705542.14,received , 92 , 0.00266480445862, wifi
1455705542.14,received , 26 , 0.826277971268, lte
1455705542.15,received , 27 , 0.823564052582, lte
1455705542.15,received , 93 , 0.00265908241272, wifi
1455705542.16,received , 94 , 0.002681016922, wifi
1455705542.17,received , 28 , 0.829704046249, lte
1455705542.18,received , 95 , 0.00264811515808, wifi
1455705542.18,received , 29 , 0.833039045334, lte
1455705542.19,received , 96 , 0.00264096260071, wifi
1455705542.2,received , 30 , 0.835069894791, lte
1455705542.2,received , 97 , 0.00269889831543, wifi
1455705542.21,received , 98 , 0.00270199775696, wifi
1455705542.22,received , 31 , 0.845136880875, lte
1455705542.22,received , 99 , 0.00268077850342, wifi
1455705542.23,received , 100 , 0.00267291069031, wifi
1455705542.24,received , 32 , 0.854335069656, lte
1455705542.25,received , 101 , 0.00305700302124, wifi
1455705542.26,received , 102 , 0.00265789031982, wifi
1455705542.27,received , 33 , 0.865468025208, lte
1455705542.27,received , 103 , 0.00268602371216, wifi
1455705542.28,received , 104 , 0.00268793106079, wifi
1455705542.29,received , 34 , 0.880537986755, lte
1455705542.3,received , 105 , 0.00269293785095, wifi
1455705542.31,received , 35 , 0.882714986801, lte
1455705542.31,received , 106 , 0.00262999534607, wifi
1455705542.32,received , 36 , 0.88087105751, lte
1455705542.32,received , 107 , 0.00266480445862, wifi
1455705542.33,received , 37 , 0.87899184227, lte
1455705542.34,received , 108 , 0.00267505645752, wifi
1455705542.35,received , 109 , 0.00270390510559, wifi
1455705542.35,received , 38 , 0.884238004684, lte
1455705542.35,received , 39 , 0.873237848282, lte
1455705542.36,received , 110 , 0.00276613235474, wifi
1455705542.36,received , 40 , 0.873107910156, lte
1455705542.37,received , 41 , 0.868016958237, lte
1455705542.37,received , 111 , 0.00267291069031, wifi
1455705542.38,received , 42 , 0.864313840866, lte
1455705542.38,received , 112 , 0.00269508361816, wifi
1455705542.39,received , 43 , 0.861321210861, lte
1455705542.39,received , 44 , 0.858602046967, lte
1455705542.4,received , 113 , 0.00269985198975, wifi
1455705542.4,received , 45 , 0.855747938156, lte
1455705542.41,received , 114 , 0.00264382362366, wifi
1455705542.42,received , 46 , 0.852853059769, lte
1455705542.42,received , 115 , 0.00266408920288, wifi
1455705542.42,received , 47 , 0.849935054779, lte
1455705542.43,received , 48 , 0.842130899429, lte
1455705542.43,received , 116 , 0.0026798248291, wifi
1455705542.44,received , 49 , 0.843237876892, lte
1455705542.44,received , 117 , 0.00262808799744, wifi
1455705542.45,received , 50 , 0.841292858124, lte
1455705542.46,received , 118 , 0.00270009040833, wifi
1455705542.46,received , 51 , 0.840364933014, lte
1455705542.47,received , 119 , 0.00267791748047, wifi
1455705542.48,received , 52 , 0.838576793671, lte
1455705542.48,received , 120 , 0.00267481803894, wifi
1455705542.49,received , 121 , 0.00272917747498, wifi
1455705542.49,received , 53 , 0.843820095062, lte
1455705542.5,received , 122 , 0.00275993347168, wifi
1455705542.51,received , 54 , 0.844697952271, lte
1455705542.51,received , 123 , 0.00267791748047, wifi
1455705542.52,received , 55 , 0.844049930573, lte
1455705542.53,received , 124 , 0.00345492362976, wifi
1455705542.53,received , 56 , 0.846169948578, lte
1455705542.54,received , 125 , 0.00271320343018, wifi
1455705542.55,received , 126 , 0.00267887115479, wifi
1455705542.55,received , 57 , 0.853263139725, lte
1455705542.56,received , 127 , 0.0026969909668, wifi
1455705542.56,received , 58 , 0.851630926132, lte
1455705542.58,received , 128 , 0.00273299217224, wifi
1455705542.58,received , 59 , 0.852355957031, lte
1455705542.59,received , 129 , 0.00268912315369, wifi
1455705542.59,received , 60 , 0.852747917175, lte
1455705542.6,received , 130 , 0.00271201133728, wifi
1455705542.6,received , 61 , 0.85200715065, lte
1455705542.61,received , 131 , 0.0027871131897, wifi
1455705542.62,received , 62 , 0.850790977478, lte
1455705542.63,received , 132 , 0.00270295143127, wifi
1455705542.63,received , 63 , 0.858136892319, lte
