1461248657.66,received , 1 , 0.0947978496552, lte
1461248657.66,received , 2 , 0.0946810245514, lte
1461248657.66,received , 3 , 0.0939960479736, lte
1461248657.66,received , 4 , 0.0933210849762, lte
1461248657.66,received , 5 , 0.0925879478455, lte
1461248657.66,received , 6 , 0.0918509960175, lte
1461248657.66,received , 7 , 0.0911450386047, lte
1461248657.66,received , 8 , 0.0904080867767, lte
1461248657.67,received , 9 , 0.0896530151367, lte
1461248657.67,received , 10 , 0.0889141559601, lte
1461248657.67,received , 11 , 0.088161945343, lte
1461248657.67,received , 12 , 0.0874209403992, lte
1461248657.67,received , 13 , 0.0866680145264, lte
1461248657.68,received , 14 , 0.093101978302, lte
1461248657.68,received , 15 , 0.0918989181519, lte
1461248657.68,received , 16 , 0.0906920433044, lte
1461248657.68,received , 17 , 0.0894818305969, lte
1461248657.68,received , 18 , 0.088271856308, lte
1461248657.68,received , 19 , 0.0870740413666, lte
1461248657.68,received , 20 , 0.0858750343323, lte
1461248657.68,received , 21 , 0.0846729278564, lte
1461248657.68,received , 22 , 0.0834729671478, lte
1461248657.68,received , 23 , 0.0822620391846, lte
1461248657.68,received , 24 , 0.0810608863831, lte
1461248657.68,received , 25 , 0.0798959732056, lte
1461248657.68,received , 26 , 0.0787000656128, lte
1461248657.68,received , 27 , 0.0774779319763, lte
1461248657.68,received , 28 , 0.076427936554, lte
1461248657.68,received , 29 , 0.0752599239349, lte
1461248657.68,received , 30 , 0.0740690231323, lte
1461248657.68,received , 31 , 0.0728569030762, lte
1461248657.68,received , 32 , 0.0716450214386, lte
1461248657.68,received , 33 , 0.0704550743103, lte
1461248657.68,received , 34 , 0.0692539215088, lte
1461248657.68,received , 35 , 0.0680439472198, lte
1461248657.68,received , 36 , 0.0668540000916, lte
1461248657.68,received , 37 , 0.0656409263611, lte
1461248657.68,received , 38 , 0.0644299983978, lte
1461248657.68,received , 39 , 0.0632190704346, lte
1461248657.68,received , 40 , 0.0620090961456, lte
1461248657.68,received , 41 , 0.0608069896698, lte
1461248657.68,received , 42 , 0.0595960617065, lte
1461248657.68,received , 43 , 0.060427904129, lte
1461248657.68,received , 44 , 0.0592329502106, lte
1461248657.68,received , 45 , 0.0580220222473, lte
1461248657.68,received , 46 , 0.056823015213, lte
1461248657.68,received , 47 , 0.0556139945984, lte
1461248657.68,received , 48 , 0.0547530651093, lte
1461248657.69,received , 49 , 0.0535640716553, lte
1461248657.69,received , 50 , 0.0523569583893, lte
1461248657.69,received , 51 , 0.051146030426, lte
1461248657.69,received , 52 , 0.0498571395874, lte
