16:22:37.724157 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 1
16:22:37.726724 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 1
16:22:37.737362 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 2
16:22:37.737748 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 2
16:22:37.748611 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 3
16:22:37.748993 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 3
16:22:37.759823 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 4
16:22:37.760198 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 4
16:22:37.771062 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 5
16:22:37.771432 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 5
16:22:37.782557 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 6
16:22:37.782930 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 6
16:22:37.793776 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 7
16:22:37.794146 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 7
16:22:37.805010 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 8
16:22:37.805382 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 8
16:22:37.816215 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 9
16:22:37.816585 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 9
16:22:37.827443 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 10
16:22:37.827815 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 10
16:22:37.838635 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 11
16:22:37.839012 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 11
16:22:37.850340 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 12
16:22:37.851000 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 12
16:22:37.862259 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 13
16:22:37.862735 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 13
16:22:37.873571 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 14
16:22:37.873869 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 14
16:22:37.885028 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 15
16:22:37.885309 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 15
16:22:37.895992 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 16
16:22:37.896679 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 16
16:22:37.906703 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 17
16:22:37.907169 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 17
16:22:37.917334 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 18
16:22:37.917679 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 18
16:22:37.928474 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 19
16:22:37.928644 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 19
16:22:37.939083 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 20
16:22:37.939533 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 20
16:22:37.950473 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 21
16:22:37.950872 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 21
16:22:37.961603 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 22
16:22:37.962138 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 22
16:22:37.973798 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 23
16:22:37.974452 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 23
16:22:37.985384 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 24
16:22:37.986107 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 24
16:22:37.998134 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 25
