16:53:30.190219 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 1
16:53:30.197008 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 1
16:53:30.201329 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 2
16:53:30.207835 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 2
16:53:30.213075 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 3
16:53:30.218738 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 3
16:53:30.224120 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 4
16:53:30.229652 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 4
16:53:30.235111 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 5
16:53:30.240943 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 5
16:53:30.245624 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 6
16:53:30.251278 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 6
16:53:30.255948 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 7
16:53:30.261623 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 7
16:53:30.266268 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 8
16:53:30.271923 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 8
16:53:30.276580 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 9
16:53:30.282680 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 9
16:53:30.287278 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 10
16:53:30.293546 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 10
16:53:30.299073 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 11
16:53:30.304353 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 11
16:53:30.310089 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 12
16:53:30.315155 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 12
16:53:30.321007 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 13
16:53:30.326007 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 13
16:53:30.331996 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 14
16:53:30.336840 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 14
16:53:30.342797 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 15
16:53:30.347460 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 15
16:53:30.353387 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 16
16:53:30.357874 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 16
16:53:30.363784 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 17
16:53:30.368193 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 17
16:53:30.374119 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 18
16:53:30.378504 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 18
16:53:30.384444 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 19
16:53:30.388797 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 19
16:53:30.394776 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 20
16:53:30.399081 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 20
16:53:30.405446 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 21
16:53:30.409724 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 21
16:53:30.416338 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 22
16:53:30.420562 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 22
16:53:30.427196 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 23
16:53:30.433422 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 23
16:53:30.438087 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 24
16:53:30.444517 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 24
16:53:30.449032 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 25
16:53:30.455409 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 25
16:53:30.460153 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 26
16:53:30.466233 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 26
16:53:30.471550 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 27
16:53:30.477058 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 27
16:53:30.482567 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 28
16:53:30.487883 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 28
16:53:30.493532 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 29
16:53:30.498702 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 29
16:53:30.504538 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 30
16:53:30.509534 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 30
16:53:30.515501 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 31
16:53:30.520391 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 1433 , 31
