11:40:02.367837 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 1
11:40:02.371045 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 1
11:40:02.378127 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 2
11:40:02.381529 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 2
11:40:02.388408 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 3
11:40:02.391803 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 3
11:40:02.398783 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 4
11:40:02.402153 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 4
11:40:02.409167 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 5
11:40:02.412503 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 5
11:40:02.419509 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 6
11:40:02.422720 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 6
11:40:02.429663 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 7
11:40:02.432851 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 7
11:40:02.439789 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 8
11:40:02.442963 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 8
11:40:02.449947 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 9
11:40:02.453089 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 9
11:40:02.460153 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 10
11:40:02.463274 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 10
11:40:02.470391 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 11
11:40:02.473431 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 11
11:40:02.480661 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 12
11:40:02.483659 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 12
11:40:02.490910 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 13
11:40:02.493896 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 13
11:40:02.501149 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 14
11:40:02.504049 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 14
11:40:02.511391 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 15
11:40:02.514397 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 15
11:40:02.521659 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 16
11:40:02.524773 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 16
11:40:02.531982 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 17
11:40:02.535043 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 17
11:40:02.542425 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 18
11:40:02.545267 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 18
11:40:02.552753 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 19
11:40:02.555603 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 19
11:40:02.563068 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 20
11:40:02.565960 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 20
11:40:02.573455 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 21
11:40:02.576309 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 21
11:40:02.583804 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 22
11:40:02.586669 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 22
11:40:02.594200 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 23
11:40:02.596888 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 23
11:40:02.604584 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 24
11:40:02.607131 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 24
11:40:02.614800 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 25
11:40:02.617470 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 25
11:40:02.625098 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 26
11:40:02.627743 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 26
11:40:02.635414 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 27
11:40:02.638074 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 27
11:40:02.645724 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 28
11:40:02.648288 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 28
11:40:02.656053 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 29
11:40:02.658487 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 29
11:40:02.666405 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 30
11:40:02.668682 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 30
11:40:02.676742 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 31
11:40:02.678930 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 31
11:40:02.687069 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 32
11:40:02.689241 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 32
11:40:02.697307 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 33
11:40:02.699440 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 33
11:40:02.707612 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 34
11:40:02.709678 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 34
11:40:02.717970 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 35
11:40:02.720023 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 35
11:40:02.728336 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 36
11:40:02.730452 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 36
11:40:02.738683 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 37
11:40:02.740668 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 37
11:40:02.748993 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 38
11:40:02.750872 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 38
11:40:02.759354 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 39
11:40:02.761212 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 39
11:40:02.769680 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 40
11:40:02.771563 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 40
11:40:02.779978 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 41
11:40:02.781781 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 41
11:40:02.790392 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 42
11:40:02.792115 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 42
11:40:02.800762 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 43
11:40:02.802477 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 43
11:40:02.811130 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 44
11:40:02.812836 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 44
11:40:02.821468 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 45
11:40:02.823188 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 45
11:40:02.831831 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 46
11:40:02.833540 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 46
11:40:02.842141 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 47
11:40:02.843757 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 47
11:40:02.852473 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 48
11:40:02.854003 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 48
11:40:02.862833 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 49
11:40:02.864344 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 49
11:40:02.873198 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 50
11:40:02.874705 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 50
11:40:02.883562 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 51
11:40:02.885054 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 51
11:40:02.893932 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 52
11:40:02.895407 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 52
11:40:02.904270 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 53
11:40:02.905622 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 53
11:40:02.914602 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 54
11:40:02.915817 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 54
11:40:02.924962 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 55
11:40:02.926145 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 55
11:40:02.935220 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 56
11:40:02.936363 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 56
11:40:02.945467 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 57
11:40:02.946586 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 57
11:40:02.955820 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 58
11:40:02.956911 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 58
11:40:02.966185 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 59
11:40:02.967266 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 59
11:40:02.976620 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 60
11:40:02.977615 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 60
11:40:02.987001 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 61
11:40:02.987968 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 61
11:40:02.997366 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 62
11:40:02.998376 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 62
11:40:03.007702 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 63
11:40:03.008592 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 63
11:40:03.018030 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 64
11:40:03.018794 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 64
11:40:03.028392 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 65
11:40:03.029006 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 65
11:40:03.038757 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 66
11:40:03.039230 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 66
11:40:03.049121 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 67
11:40:03.049453 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 67
11:40:03.059488 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 68
11:40:03.059665 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 68
11:40:03.069974 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 69
11:40:03.070067 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 69
11:40:03.080305 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 70
11:40:03.080383 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 70
11:40:03.090651 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 71
11:40:03.090731 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 71
11:40:03.101031 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 72
11:40:03.101088 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 72
11:40:03.111367 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 73
11:40:03.111442 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 73
11:40:03.121754 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 74
11:40:03.121827 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 74
11:40:03.132024 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 75
11:40:03.132082 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 75
11:40:03.142415 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 76
11:40:03.142489 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 76
11:40:03.152746 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 77
11:40:03.152816 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 77
11:40:03.163027 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 78
11:40:03.163117 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 78
11:40:03.173400 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 79
11:40:03.173517 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 79
11:40:03.183832 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 80
11:40:03.183946 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 80
11:40:03.194318 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 81
11:40:03.194353 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 81
11:40:03.204638 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 82
11:40:03.204710 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 82
11:40:03.214919 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 83
11:40:03.214977 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 83
11:40:03.225264 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 84
11:40:03.225315 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 84
11:40:03.235633 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 85
11:40:03.235699 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 85
11:40:03.245911 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 86
11:40:03.245986 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 86
11:40:03.256249 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 87
11:40:03.256312 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 87
11:40:03.266519 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 88
11:40:03.266565 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 88
11:40:03.276773 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 89
11:40:03.276851 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 89
11:40:03.287160 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 90
11:40:03.287222 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 90
11:40:03.297491 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 92 , 91
11:40:03.297557 , IP , wifi , > , 134.226.40.138.60000: , UDP, , length , 93 , 91
