15:00:04.005510 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 1
15:00:04.017205 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 2
15:00:04.028799 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 3
15:00:04.040549 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 4
15:00:04.051651 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 5
15:00:04.064160 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 6
15:00:04.075447 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 7
15:00:04.086773 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 8
15:00:04.097973 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 9
15:00:04.109207 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 10
15:00:04.121721 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 11
15:00:04.132912 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 12
15:00:04.144149 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 13
15:00:04.155388 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 14
15:00:04.166551 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 15
15:00:04.177946 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 16
15:00:04.189235 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 17
15:00:04.200665 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 18
15:00:04.212066 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 19
15:00:04.223489 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 20
15:00:04.234743 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 21
15:00:04.246202 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 22
15:00:04.257426 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 23
15:00:04.268772 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 24
15:00:04.280531 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 25
15:00:04.291942 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 26
15:00:04.304300 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 27
15:00:04.315644 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 28
15:00:04.326854 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 29
15:00:04.338040 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 30
15:00:04.349155 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 31
15:00:04.360578 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 32
15:00:04.371810 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 33
15:00:04.383029 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 34
15:00:04.394248 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 35
15:00:04.405476 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 36
15:00:04.416546 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 37
15:00:04.430004 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 38
15:00:04.441271 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 39
15:00:04.452490 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 40
15:00:04.463623 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 41
15:00:04.475115 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 42
15:00:04.486335 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 43
15:00:04.497999 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 44
15:00:04.509272 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 45
15:00:04.520891 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 46
15:00:04.532306 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 47
15:00:04.543532 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 48
15:00:04.554677 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 49
15:00:04.565910 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 50
15:00:04.578878 , IP , lte , > , 134.226.40.138.60000: , UDP, , length , 1432 , 51
