1455470210.2,received , 1 , 0.0635809898376, lte
1455470210.2,received , 2 , 0.0557820796967, lte
1455470210.21,received , 3 , 0.0460271835327, lte
1455470210.21,received , 4 , 0.0366959571838, lte
1455470210.21,received , 5 , 0.0252072811127, lte
1455470210.21,received , 6 , 0.0134510993958, lte
1455470210.21,received , 7 , 0.00174427032471, lte
1455470210.21,received , 8 , -0.0100569725037, lte
1455470210.21,received , 9 , -0.0216188430786, lte
1455470210.21,received , 10 , -0.0333728790283, lte
1455470210.21,received , 11 , -0.0448169708252, lte
1455470210.22,received , 12 , -0.0565428733826, lte
1455470210.22,received , 13 , -0.0681049823761, lte
1455470210.23,received , 14 , -0.0718779563904, lte
1455470210.26,received , 15 , -0.0458388328552, lte
1455470210.26,received , 16 , -0.0555160045624, lte
1455470210.27,received , 17 , -0.0585649013519, lte
1455470210.27,received , 18 , -0.0680589675903, lte
1455470210.3,received , 19 , -0.0518410205841, lte
1455470210.3,received , 20 , -0.061103105545, lte
1455470210.32,received , 21 , -0.0563578605652, lte
1455470210.32,received , 22 , -0.0674300193787, lte
1455470210.33,received , 23 , -0.06893491745, lte
1455470210.36,received , 24 , -0.046630859375, lte
1455470210.36,received , 25 , -0.058730840683, lte
1455470210.37,received , 26 , -0.0624740123749, lte
1455470210.38,received , 27 , -0.0685489177704, lte
1455470210.41,received , 28 , -0.0484719276428, lte
1455470210.42,received , 29 , -0.0568408966064, lte
1455470210.42,received , 30 , -0.0618300437927, lte
1455470210.43,received , 31 , -0.0666580200195, lte
1455470210.45,received , 32 , -0.0583798885345, lte
1455470210.46,received , 33 , -0.0588688850403, lte
1455470210.47,received , 34 , -0.0656816959381, lte
1455470210.49,received , 35 , -0.0592007637024, lte
1455470210.5,received , 36 , -0.0606858730316, lte
1455470210.5,received , 37 , -0.0684049129486, lte
1455470210.52,received , 38 , -0.0596349239349, lte
1455470210.53,received , 39 , -0.0623598098755, lte
1455470210.55,received , 40 , -0.0589060783386, lte
1455470210.56,received , 41 , -0.0581479072571, lte
1455470210.56,received , 42 , -0.063766002655, lte
1455470210.57,received , 43 , -0.0699887275696, lte
1455470210.59,received , 44 , -0.0613119602203, lte
1455470210.6,received , 45 , -0.0614609718323, lte
1455470210.6,received , 46 , -0.0671389102936, lte
1455470210.63,received , 47 , -0.0463469028473, lte
1455470210.63,received , 48 , -0.0572419166565, lte
1455470210.64,received , 49 , -0.0610439777374, lte
1455470210.65,received , 50 , -0.0673208236694, lte
1455470210.67,received , 51 , -0.0540778636932, lte
1455470210.68,received , 52 , -0.0572648048401, lte
1455470210.69,received , 53 , -0.0594289302826, lte
1455470210.69,received , 54 , -0.0720229148865, lte
1455470210.7,received , 1 , 0.567452192307, wifi
1455470210.72,received , 55 , -0.0531890392303, lte
1455470210.73,received , 56 , -0.0559990406036, lte
1455470210.74,received , 57 , -0.0580818653107, lte
1455470210.74,received , 58 , -0.0686368942261, lte
1455470210.77,received , 59 , -0.0518639087677, lte
1455470210.78,received , 60 , -0.0547258853912, lte
1455470210.79,received , 61 , -0.059937953949, lte
1455470210.79,received , 62 , -0.0699617862701, lte
1455470210.8,received , 63 , -0.0712797641754, lte
1455470210.83,received , 3 , 0.670742988586, wifi
1455470210.83,received , 64 , -0.0490748882294, lte
1455470210.83,received , 65 , -0.0610599517822, lte
1455470210.84,received , 66 , -0.0636100769043, lte
1455470210.86,received , 8 , 0.636312961578, wifi
1455470210.86,received , 67 , -0.0592679977417, lte
1455470210.86,received , 68 , -0.0702629089355, lte
1455470210.89,received , 69 , -0.0473639965057, lte
1455470210.9,received , 70 , -0.0573019981384, lte
1455470210.9,received , 71 , -0.0617647171021, lte
1455470210.91,received , 72 , -0.0667428970337, lte
1455470210.92,received , 9 , 0.684068202972, wifi
1455470210.93,received , 73 , -0.0583429336548, lte
1455470210.94,received , 74 , -0.0599188804626, lte
1455470210.94,received , 10 , 0.697741031647, wifi
1455470210.95,received , 75 , -0.0664849281311, lte
1455470210.97,received , 76 , -0.0500409603119, lte
1455470210.98,received , 11 , 0.716642141342, wifi
1455470210.98,received , 77 , -0.0518028736115, lte
1455470210.99,received , 78 , -0.0582659244537, lte
1455470210.99,received , 79 , -0.0677559375763, lte
1455470211.01,received , 12 , 0.737155914307, wifi
1455470211.01,received , 80 , -0.061164855957, lte
1455470211.02,received , 81 , -0.0604808330536, lte
1455470211.03,received , 82 , -0.0671100616455, lte
1455470211.04,received , 13 , 0.750878095627, wifi
1455470211.05,received , 83 , -0.0516748428345, lte
1455470211.06,received , 84 , -0.0544431209564, lte
1455470211.07,received , 85 , -0.0599937438965, lte
1455470211.07,received , 86 , -0.0705378055573, lte
1455470211.07,received , 14 , 0.776393890381, wifi
1455470211.09,received , 87 , -0.0618209838867, lte
1455470211.13,received , 88 , -0.0337178707123, lte
1455470211.14,received , 89 , -0.0360629558563, lte
1455470211.14,received , 90 , -0.0457220077515, lte
1455470211.14,received , 91 , -0.0539689064026, lte
1455470211.14,received , 92 , -0.0632448196411, lte
1455470211.15,received , 93 , -0.070839881897, lte
1455470211.18,received , 94 , -0.0472099781036, lte
1455470211.19,received , 95 , -0.057520866394, lte
1455470211.19,received , 96 , -0.0601389408112, lte
1455470211.2,received , 97 , -0.0709478855133, lte
1455470211.23,received , 16 , 0.910830020905, wifi
1455470211.23,received , 98 , -0.044205904007, lte
1455470211.24,received , 99 , -0.0466239452362, lte
1455470211.24,received , 100 , -0.0568678379059, lte
1455470211.25,received , 101 , -0.0623118877411, lte
1455470211.25,received , 102 , -0.0711390972137, lte
1455470211.28,received , 103 , -0.0481760501862, lte
1455470211.28,received , 104 , -0.0583686828613, lte
1455470211.29,received , 105 , -0.0618968009949, lte
1455470211.3,received , 106 , -0.0687320232391, lte
1455470211.33,received , 107 , -0.0457577705383, lte
1455470211.34,received , 108 , -0.0555768013, lte
1455470211.34,received , 109 , -0.0585999488831, lte
1455470211.35,received , 110 , -0.0676217079163, lte
1455470211.35,received , 17 , 1.01589417458, wifi
1455470211.37,received , 111 , -0.0509440898895, lte
1455470211.38,received , 112 , -0.0539889335632, lte
1455470211.39,received , 113 , -0.059232711792, lte
1455470211.39,received , 114 , -0.0684947967529, lte
1455470211.41,received , 115 , -0.0623910427094, lte
1455470211.42,received , 18 , 1.07821011543, wifi
1455470211.42,received , 116 , -0.0607669353485, lte
1455470211.43,received , 117 , -0.0608818531036, lte
1455470211.44,received , 118 , -0.0652577877045, lte
1455470211.45,received , 119 , -0.0617477893829, lte
1455470211.46,received , 20 , 1.09121108055, wifi
1455470211.47,received , 120 , -0.0578279495239, lte
1455470211.48,received , 121 , -0.0582740306854, lte
1455470211.48,received , 21 , 1.10748410225, wifi
1455470211.49,received , 122 , -0.0649490356445, lte
1455470211.5,received , 123 , -0.0602929592133, lte
1455470211.51,received , 124 , -0.0597448348999, lte
1455470211.52,received , 125 , -0.0686979293823, lte
1455470211.53,received , 22 , 1.14286327362, wifi
1455470211.54,received , 126 , -0.0534558296204, lte
1455470211.55,received , 127 , -0.0552809238434, lte
1455470211.56,received , 128 , -0.0585427284241, lte
1455470211.56,received , 129 , -0.0694329738617, lte
1455470211.56,received , 23 , 1.16741323471, wifi
1455470211.59,received , 24 , 1.18098807335, wifi
1455470211.59,received , 130 , -0.0497488975525, lte
1455470211.59,received , 131 , -0.0597848892212, lte
1455470211.6,received , 132 , -0.061961889267, lte
1455470211.61,received , 133 , -0.0682020187378, lte
1455470211.62,received , 25 , 1.19458913803, wifi
1455470211.64,received , 134 , -0.0443949699402, lte
1455470211.65,received , 135 , -0.0562510490417, lte
